Pays,Serie,Valeurs 2017
Émirats arabes unis,Taux d’intérêt réel (%),
Émirats arabes unis,Croissance du PIB (% annuel),2.373551057
Émirats arabes unis,Croissance du PIB par habitant (% annuel),1.011430774
Émirats arabes unis,PIB ($ US courants),3.86E+11
Émirats arabes unis,PIB par habitant ($ US courants),40644.79119
Émirats arabes unis,PIB par habitant ($ US constants de 2010),39828.1757
Émirats arabes unis,PIB ($ US constants de 2010),3.78E+11
Émirats arabes unis,RNB ($ US courants),3.88E+11
Émirats arabes unis,RNB (dollars US constants 2010),3.80E+11
Émirats arabes unis,Croissance du RNB (% annuel),2.53981558
Émirats arabes unis,Croissance du RNB par habitant (% annuel),1.175483082
Émirats arabes unis,RNB par habitant en PPA (dollars internationaux constants de 2011),67667.50846
Émirats arabes unis,"RNB par habitant, ($ PPA internationaux courants)",67670
Émirats arabes unis,"PIB par habitant, ($ PPA internationaux constants de 2011)",67183.60531
Émirats arabes unis,"PIB par habitant, ($ PPA internationaux courants)",67183.60531
Équateur,"Dette du gouvernement central, total (% du PIB)",
Équateur,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",5455429.1
Équateur,Total de dette extérieure (% du RNB),6.498725459
Équateur,Valeur actuelle de la dette extérieure ($ US courants),
Équateur,"Compte de capitaux nets (BDP, $ US courants)",125181600.5
Équateur,Taux d’intérêt des dépôts (%),3.495833333
Équateur,Taux d’intérêt des prêts (%),
Équateur,Taux d’intérêt réel (%),
Équateur,Croissance du PIB (% annuel),2.368386526
Équateur,Croissance du PIB par habitant (% annuel),0.573913174
Équateur,PIB ($ US courants),1.04E+11
Équateur,PIB par habitant ($ US courants),6213.503127
Équateur,PIB par habitant ($ US constants de 2010),5981.132618
Équateur,PIB ($ US constants de 2010),1.00E+11
Équateur,RNB ($ US courants),1.02E+11
Équateur,RNB (dollars US constants 2010),98017532448
Équateur,Croissance du RNB (% annuel),1.888476304
Équateur,Croissance du RNB par habitant (% annuel),0.102415569
Équateur,RNB par habitant en PPA (dollars internationaux constants de 2011),11346.37257
Équateur,"RNB par habitant, ($ PPA internationaux courants)",11350
Équateur,"PIB par habitant, ($ PPA internationaux constants de 2011)",11617.91222
Équateur,"PIB par habitant, ($ PPA internationaux courants)",11617.91222
Érythrée,"Dette du gouvernement central, total (% du PIB)",
Érythrée,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",11093.9
Érythrée,Total de dette extérieure (% du RNB),
Érythrée,Valeur actuelle de la dette extérieure ($ US courants),
Érythrée,"Compte de capitaux nets (BDP, $ US courants)",
Érythrée,Taux d’intérêt des dépôts (%),
Érythrée,Taux d’intérêt des prêts (%),
Érythrée,Taux d’intérêt réel (%),
Érythrée,Croissance du PIB (% annuel),
Érythrée,Croissance du PIB par habitant (% annuel),
Érythrée,PIB ($ US courants),
Érythrée,PIB par habitant ($ US courants),
Érythrée,PIB par habitant ($ US constants de 2010),
Érythrée,PIB ($ US constants de 2010),
Érythrée,RNB ($ US courants),
Érythrée,RNB (dollars US constants 2010),
Érythrée,Croissance du RNB (% annuel),
Érythrée,Croissance du RNB par habitant (% annuel),
Érythrée,RNB par habitant en PPA (dollars internationaux constants de 2011),
Érythrée,"RNB par habitant, ($ PPA internationaux courants)",
Érythrée,"PIB par habitant, ($ PPA internationaux constants de 2011)",
Érythrée,"PIB par habitant, ($ PPA internationaux courants)",
Espagne,"Dette du gouvernement central, total (% du PIB)",
Espagne,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Espagne,Total de dette extérieure (% du RNB),
Espagne,Valeur actuelle de la dette extérieure ($ US courants),
Espagne,"Compte de capitaux nets (BDP, $ US courants)",3261769270
Espagne,Taux d’intérêt des dépôts (%),
Espagne,Taux d’intérêt des prêts (%),
Espagne,Taux d’intérêt réel (%),
Espagne,Croissance du PIB (% annuel),2.973641191
Espagne,Croissance du PIB par habitant (% annuel),2.732360583
Espagne,PIB ($ US courants),1.31E+12
Espagne,PIB par habitant ($ US courants),28100.58624
Espagne,PIB par habitant ($ US constants de 2010),27213.45167
Espagne,PIB ($ US constants de 2010),1.27E+12
Espagne,RNB ($ US courants),1.31E+12
Espagne,RNB (dollars US constants 2010),1.27E+12
Espagne,Croissance du RNB (% annuel),2.757927607
Espagne,Croissance du RNB par habitant (% annuel),2.517152444
Espagne,RNB par habitant en PPA (dollars internationaux constants de 2011),39543.65687
Espagne,"RNB par habitant, ($ PPA internationaux courants)",39540
Espagne,"PIB par habitant, ($ PPA internationaux constants de 2011)",39528.92539
Espagne,"PIB par habitant, ($ PPA internationaux courants)",39528.92539
Estonie,"Dette du gouvernement central, total (% du PIB)",
Estonie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Estonie,Total de dette extérieure (% du RNB),
Estonie,Valeur actuelle de la dette extérieure ($ US courants),
Estonie,"Compte de capitaux nets (BDP, $ US courants)",271515854.8
Estonie,Taux d’intérêt des dépôts (%),
Estonie,Taux d’intérêt des prêts (%),
Estonie,Taux d’intérêt réel (%),
Estonie,Croissance du PIB (% annuel),5.792044675
Estonie,Croissance du PIB par habitant (% annuel),5.664039082
Estonie,PIB ($ US courants),26857880622
Estonie,PIB par habitant ($ US courants),20387.28315
Estonie,PIB par habitant ($ US constants de 2010),18954.78591
Estonie,PIB ($ US constants de 2010),24970731682
Estonie,RNB ($ US courants),26237511454
Estonie,RNB (dollars US constants 2010),24546560212
Estonie,Croissance du RNB (% annuel),5.612773025
Estonie,Croissance du RNB par habitant (% annuel),5.484984347
Estonie,RNB par habitant en PPA (dollars internationaux constants de 2011),33040.70655
Estonie,"RNB par habitant, ($ PPA internationaux courants)",33040
Estonie,"PIB par habitant, ($ PPA internationaux constants de 2011)",33821.93291
Estonie,"PIB par habitant, ($ PPA internationaux courants)",33821.93291
Eswatini,"Dette du gouvernement central, total (% du PIB)",
Eswatini,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",36055.2
Eswatini,Total de dette extérieure (% du RNB),1.182557801
Eswatini,Valeur actuelle de la dette extérieure ($ US courants),
Eswatini,"Compte de capitaux nets (BDP, $ US courants)",6498766.332
Eswatini,Taux d’intérêt des dépôts (%),3.2
Eswatini,Taux d’intérêt des prêts (%),10.75
Eswatini,Taux d’intérêt réel (%),8.071839441
Eswatini,Croissance du PIB (% annuel),2.026578156
Eswatini,Croissance du PIB par habitant (% annuel),1.045685936
Eswatini,PIB ($ US courants),4402969226
Eswatini,PIB par habitant ($ US courants),3914.418484
Eswatini,PIB par habitant ($ US constants de 2010),3725.629861
Eswatini,PIB ($ US constants de 2010),4189641988
Eswatini,RNB ($ US courants),4107866513
Eswatini,RNB (dollars US constants 2010),3903910338
Eswatini,Croissance du RNB (% annuel),0.608414676
Eswatini,Croissance du RNB par habitant (% annuel),-0.358843199
Eswatini,RNB par habitant en PPA (dollars internationaux constants de 2011),7844.499338
Eswatini,"RNB par habitant, ($ PPA internationaux courants)",7840
Eswatini,"PIB par habitant, ($ PPA internationaux constants de 2011)",8408.035915
Eswatini,"PIB par habitant, ($ PPA internationaux courants)",8408.035915
États-Unis,"Dette du gouvernement central, total (% du PIB)",
États-Unis,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
États-Unis,Total de dette extérieure (% du RNB),
États-Unis,Valeur actuelle de la dette extérieure ($ US courants),
États-Unis,"Compte de capitaux nets (BDP, $ US courants)",12395000000
États-Unis,Taux d’intérêt des dépôts (%),
États-Unis,Taux d’intérêt des prêts (%),4.096666667
États-Unis,Taux d’intérêt réel (%),2.175694265
États-Unis,Croissance du PIB (% annuel),2.332679395
États-Unis,Croissance du PIB par habitant (% annuel),1.687321406
États-Unis,PIB ($ US courants),1.95E+13
États-Unis,PIB par habitant ($ US courants),60109.65573
États-Unis,PIB par habitant ($ US constants de 2010),58387.77581
États-Unis,PIB ($ US constants de 2010),1.90E+13
États-Unis,RNB ($ US courants),1.99E+13
États-Unis,RNB (dollars US constants 2010),1.95E+13
États-Unis,Croissance du RNB (% annuel),2.606676387
États-Unis,Croissance du RNB par habitant (% annuel),1.959590444
États-Unis,RNB par habitant en PPA (dollars internationaux constants de 2011),61186.46283
États-Unis,"RNB par habitant, ($ PPA internationaux courants)",61190
États-Unis,"PIB par habitant, ($ PPA internationaux constants de 2011)",60109.65573
États-Unis,"PIB par habitant, ($ PPA internationaux courants)",60109.65573
Éthiopie,"Dette du gouvernement central, total (% du PIB)",
Éthiopie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",52008239.2
Éthiopie,Total de dette extérieure (% du RNB),1.82356356
Éthiopie,Valeur actuelle de la dette extérieure ($ US courants),
Éthiopie,"Compte de capitaux nets (BDP, $ US courants)",
Éthiopie,Taux d’intérêt des dépôts (%),
Éthiopie,Taux d’intérêt des prêts (%),
Éthiopie,Taux d’intérêt réel (%),
Éthiopie,Croissance du PIB (% annuel),9.564189643
Éthiopie,Croissance du PIB par habitant (% annuel),6.684559618
Éthiopie,PIB ($ US courants),81770791971
Éthiopie,PIB par habitant ($ US courants),768.5230154
Éthiopie,PIB par habitant ($ US constants de 2010),727.8440543
Éthiopie,PIB ($ US constants de 2010),77442553522
Éthiopie,RNB ($ US courants),81285191646
Éthiopie,RNB (dollars US constants 2010),76978559878
Éthiopie,Croissance du RNB (% annuel),9.276221475
Éthiopie,Croissance du RNB par habitant (% annuel),6.404159998
Éthiopie,RNB par habitant en PPA (dollars internationaux constants de 2011),2009.557746
Éthiopie,"RNB par habitant, ($ PPA internationaux courants)",2010
Éthiopie,"PIB par habitant, ($ PPA internationaux constants de 2011)",2021.562908
Éthiopie,"PIB par habitant, ($ PPA internationaux courants)",2021.562908
Fédération de Russie,"Dette du gouvernement central, total (% du PIB)",
Fédération de Russie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",4205977.7
Fédération de Russie,Total de dette extérieure (% du RNB),5.294408906
Fédération de Russie,Valeur actuelle de la dette extérieure ($ US courants),
Fédération de Russie,"Compte de capitaux nets (BDP, $ US courants)",-192260000
Fédération de Russie,Taux d’intérêt des dépôts (%),5.860833333
Fédération de Russie,Taux d’intérêt des prêts (%),10.56
Fédération de Russie,Taux d’intérêt réel (%),4.945604231
Fédération de Russie,Croissance du PIB (% annuel),1.825790064
Fédération de Russie,Croissance du PIB par habitant (% annuel),1.709389916
Fédération de Russie,PIB ($ US courants),1.57E+12
Fédération de Russie,PIB par habitant ($ US courants),10720.33266
Fédération de Russie,PIB par habitant ($ US constants de 2010),11550.5252
Fédération de Russie,PIB ($ US constants de 2010),1.39E+12
Fédération de Russie,RNB ($ US courants),1.53E+12
Fédération de Russie,RNB (dollars US constants 2010),1.35E+12
Fédération de Russie,Croissance du RNB (% annuel),1.872823967
Fédération de Russie,Croissance du RNB par habitant (% annuel),1.756370053
Fédération de Russie,RNB par habitant en PPA (dollars internationaux constants de 2011),25233.84257
Fédération de Russie,"RNB par habitant, ($ PPA internationaux courants)",25230
Fédération de Russie,"PIB par habitant, ($ PPA internationaux constants de 2011)",25926.44385
Fédération de Russie,"PIB par habitant, ($ PPA internationaux courants)",25926.44385
Fidji,"Dette du gouvernement central, total (% du PIB)",
Fidji,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",49922.6
Fidji,Total de dette extérieure (% du RNB),3.431069683
Fidji,Valeur actuelle de la dette extérieure ($ US courants),
Fidji,"Compte de capitaux nets (BDP, $ US courants)",4398748.654
Fidji,Taux d’intérêt des dépôts (%),3.238988044
Fidji,Taux d’intérêt des prêts (%),5.748453047
Fidji,Taux d’intérêt réel (%),3.982357208
Fidji,Croissance du PIB (% annuel),5.353364937
Fidji,Croissance du PIB par habitant (% annuel),4.746549918
Fidji,PIB ($ US courants),5353404422
Fidji,PIB par habitant ($ US courants),6101.02389
Fidji,PIB par habitant ($ US constants de 2010),5759.622673
Fidji,PIB ($ US constants de 2010),5053870096
Fidji,RNB ($ US courants),4930307030
Fidji,RNB (dollars US constants 2010),
Fidji,Croissance du RNB (% annuel),
Fidji,Croissance du RNB par habitant (% annuel),
Fidji,RNB par habitant en PPA (dollars internationaux constants de 2011),12367.93824
Fidji,"RNB par habitant, ($ PPA internationaux courants)",12370
Fidji,"PIB par habitant, ($ PPA internationaux constants de 2011)",13429.30062
Fidji,"PIB par habitant, ($ PPA internationaux courants)",13429.30062
Finlande,"Dette du gouvernement central, total (% du PIB)",
Finlande,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Finlande,Total de dette extérieure (% du RNB),
Finlande,Valeur actuelle de la dette extérieure ($ US courants),
Finlande,"Compte de capitaux nets (BDP, $ US courants)",200232308.2
Finlande,Taux d’intérêt des dépôts (%),
Finlande,Taux d’intérêt des prêts (%),
Finlande,Taux d’intérêt réel (%),
Finlande,Croissance du PIB (% annuel),3.19240963
Finlande,Croissance du PIB par habitant (% annuel),2.950531373
Finlande,PIB ($ US courants),2.55E+11
Finlande,PIB par habitant ($ US courants),46297.49635
Finlande,PIB par habitant ($ US constants de 2010),45155.46603
Finlande,PIB ($ US constants de 2010),2.49E+11
Finlande,RNB ($ US courants),2.55E+11
Finlande,RNB (dollars US constants 2010),2.49E+11
Finlande,Croissance du RNB (% annuel),2.776326646
Finlande,Croissance du RNB par habitant (% annuel),2.535423668
Finlande,RNB par habitant en PPA (dollars internationaux constants de 2011),47593.88701
Finlande,"RNB par habitant, ($ PPA internationaux courants)",47590
Finlande,"PIB par habitant, ($ PPA internationaux constants de 2011)",47570.13358
Finlande,"PIB par habitant, ($ PPA internationaux courants)",47570.13358
France,"Dette du gouvernement central, total (% du PIB)",
France,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
France,Total de dette extérieure (% du RNB),
France,Valeur actuelle de la dette extérieure ($ US courants),
France,"Compte de capitaux nets (BDP, $ US courants)",284828514.9
France,Taux d’intérêt des dépôts (%),0.791666667
France,Taux d’intérêt des prêts (%),
France,Taux d’intérêt réel (%),
France,Croissance du PIB (% annuel),2.291419994
France,Croissance du PIB par habitant (% annuel),1.994998447
France,PIB ($ US courants),2.59E+12
France,PIB par habitant ($ US courants),38685.25849
France,PIB par habitant ($ US constants de 2010),37678.9273
France,PIB ($ US constants de 2010),2.52E+12
France,RNB ($ US courants),2.65E+12
France,RNB (dollars US constants 2010),2.58E+12
France,Croissance du RNB (% annuel),2.427496101
France,Croissance du RNB par habitant (% annuel),2.130680231
France,RNB par habitant en PPA (dollars internationaux constants de 2011),45584.57087
France,"RNB par habitant, ($ PPA internationaux courants)",45580
France,"PIB par habitant, ($ PPA internationaux constants de 2011)",44577.06457
France,"PIB par habitant, ($ PPA internationaux courants)",44577.06457
Gabon,"Dette du gouvernement central, total (% du PIB)",
Gabon,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",679501.8
Gabon,Total de dette extérieure (% du RNB),4.46261406
Gabon,Valeur actuelle de la dette extérieure ($ US courants),
Gabon,"Compte de capitaux nets (BDP, $ US courants)",
Gabon,Taux d’intérêt des dépôts (%),2.45
Gabon,Taux d’intérêt des prêts (%),
Gabon,Taux d’intérêt réel (%),
Gabon,Croissance du PIB (% annuel),0.472642031
Gabon,Croissance du PIB par habitant (% annuel),-2.297541168
Gabon,PIB ($ US courants),14929488771
Gabon,PIB par habitant ($ US courants),7230.434912
Gabon,PIB par habitant ($ US constants de 2010),7145.117564
Gabon,PIB ($ US constants de 2010),14753324487
Gabon,RNB ($ US courants),13985729748
Gabon,RNB (dollars US constants 2010),13873703132
Gabon,Croissance du RNB (% annuel),2.02064072
Gabon,Croissance du RNB par habitant (% annuel),-0.792223151
Gabon,RNB par habitant en PPA (dollars internationaux constants de 2011),14058.19505
Gabon,"RNB par habitant, ($ PPA internationaux courants)",14060
Gabon,"PIB par habitant, ($ PPA internationaux constants de 2011)",15006.84404
Gabon,"PIB par habitant, ($ PPA internationaux courants)",15006.84404
Gambie,"Dette du gouvernement central, total (% du PIB)",
Gambie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",7292857.5
Gambie,Total de dette extérieure (% du RNB),3.010999648
Gambie,Valeur actuelle de la dette extérieure ($ US courants),
Gambie,"Compte de capitaux nets (BDP, $ US courants)",55679225.82
Gambie,Taux d’intérêt des dépôts (%),15.775
Gambie,Taux d’intérêt des prêts (%),29
Gambie,Taux d’intérêt réel (%),24.13189631
Gambie,Croissance du PIB (% annuel),4.822611249
Gambie,Croissance du PIB par habitant (% annuel),1.75610362
Gambie,PIB ($ US courants),1504909753
Gambie,PIB par habitant ($ US courants),679.7550717
Gambie,PIB par habitant ($ US constants de 2010),665.2132215
Gambie,PIB ($ US constants de 2010),1472715551
Gambie,RNB ($ US courants),1476610604
Gambie,RNB (dollars US constants 2010),1445228657
Gambie,Croissance du RNB (% annuel),4.873185435
Gambie,Croissance du RNB par habitant (% annuel),1.805198295
Gambie,RNB par habitant en PPA (dollars internationaux constants de 2011),2033.671644
Gambie,"RNB par habitant, ($ PPA internationaux courants)",2030
Gambie,"PIB par habitant, ($ PPA internationaux constants de 2011)",2072.646833
Gambie,"PIB par habitant, ($ PPA internationaux courants)",2072.646833
Géorgie,"Dette du gouvernement central, total (% du PIB)",
Géorgie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",14767377.9
Géorgie,Total de dette extérieure (% du RNB),16.71637025
Géorgie,Valeur actuelle de la dette extérieure ($ US courants),
Géorgie,"Compte de capitaux nets (BDP, $ US courants)",83053132.56
Géorgie,Taux d’intérêt des dépôts (%),9.652524006
Géorgie,Taux d’intérêt des prêts (%),11.48538333
Géorgie,Taux d’intérêt réel (%),2.759985046
Géorgie,Croissance du PIB (% annuel),4.842603225
Géorgie,Croissance du PIB par habitant (% annuel),4.828569855
Géorgie,PIB ($ US courants),16242916916
Géorgie,PIB par habitant ($ US courants),4357.000936
Géorgie,PIB par habitant ($ US constants de 2010),4327.727585
Géorgie,PIB ($ US constants de 2010),16133785749
Géorgie,RNB ($ US courants),15447499821
Géorgie,RNB (dollars US constants 2010),15325030329
Géorgie,Croissance du RNB (% annuel),4.38967294
Géorgie,Croissance du RNB par habitant (% annuel),4.375700196
Géorgie,RNB par habitant en PPA (dollars internationaux constants de 2011),12924.2182
Géorgie,"RNB par habitant, ($ PPA internationaux courants)",12920
Géorgie,"PIB par habitant, ($ PPA internationaux constants de 2011)",13589.70739
Géorgie,"PIB par habitant, ($ PPA internationaux courants)",13589.70739
Ghana,"Dette du gouvernement central, total (% du PIB)",
Ghana,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",74677252.8
Ghana,Total de dette extérieure (% du RNB),3.631921646
Ghana,Valeur actuelle de la dette extérieure ($ US courants),
Ghana,"Compte de capitaux nets (BDP, $ US courants)",241200000
Ghana,Taux d’intérêt des dépôts (%),14.0625
Ghana,Taux d’intérêt des prêts (%),
Ghana,Taux d’intérêt réel (%),
Ghana,Croissance du PIB (% annuel),8.128894881
Ghana,Croissance du PIB par habitant (% annuel),5.754348517
Ghana,PIB ($ US courants),60406382899
Ghana,PIB par habitant ($ US courants),2074.290733
Ghana,PIB par habitant ($ US constants de 2010),1823.145167
Ghana,PIB ($ US constants de 2010),55224975511
Ghana,RNB ($ US courants),57431697460
Ghana,RNB (dollars US constants 2010),52557137791
Ghana,Croissance du RNB (% annuel),7.131049111
Ghana,Croissance du RNB par habitant (% annuel),4.778415771
Ghana,RNB par habitant en PPA (dollars internationaux constants de 2011),4863.976199
Ghana,"RNB par habitant, ($ PPA internationaux courants)",4860
Ghana,"PIB par habitant, ($ PPA internationaux constants de 2011)",5115.90675
Ghana,"PIB par habitant, ($ PPA internationaux courants)",5115.90675
Gibraltar,"Dette du gouvernement central, total (% du PIB)",
Gibraltar,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Gibraltar,Total de dette extérieure (% du RNB),
Gibraltar,Valeur actuelle de la dette extérieure ($ US courants),
Gibraltar,"Compte de capitaux nets (BDP, $ US courants)",
Gibraltar,Taux d’intérêt des dépôts (%),
Gibraltar,Taux d’intérêt des prêts (%),
Gibraltar,Taux d’intérêt réel (%),
Gibraltar,Croissance du PIB (% annuel),
Gibraltar,Croissance du PIB par habitant (% annuel),
Gibraltar,PIB ($ US courants),
Gibraltar,PIB par habitant ($ US courants),
Gibraltar,PIB par habitant ($ US constants de 2010),
Gibraltar,PIB ($ US constants de 2010),
Gibraltar,RNB ($ US courants),
Gibraltar,RNB (dollars US constants 2010),
Gibraltar,Croissance du RNB (% annuel),
Gibraltar,Croissance du RNB par habitant (% annuel),
Gibraltar,RNB par habitant en PPA (dollars internationaux constants de 2011),
Gibraltar,"RNB par habitant, ($ PPA internationaux courants)",
Gibraltar,"PIB par habitant, ($ PPA internationaux constants de 2011)",
Gibraltar,"PIB par habitant, ($ PPA internationaux courants)",
Grèce,"Dette du gouvernement central, total (% du PIB)",
Grèce,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Grèce,Total de dette extérieure (% du RNB),
Grèce,Valeur actuelle de la dette extérieure ($ US courants),
Grèce,"Compte de capitaux nets (BDP, $ US courants)",1042006894
Grèce,Taux d’intérêt des dépôts (%),
Grèce,Taux d’intérêt des prêts (%),
Grèce,Taux d’intérêt réel (%),
Grèce,Croissance du PIB (% annuel),1.09214912
Grèce,Croissance du PIB par habitant (% annuel),1.29229029
Grèce,PIB ($ US courants),1.99E+11
Grèce,PIB par habitant ($ US courants),18536.19072
Grèce,PIB par habitant ($ US constants de 2010),18303.7216
Grèce,PIB ($ US constants de 2010),1.97E+11
Grèce,RNB ($ US courants),1.98E+11
Grèce,RNB (dollars US constants 2010),1.96E+11
Grèce,Croissance du RNB (% annuel),1.080091416
Grèce,Croissance du RNB par habitant (% annuel),1.280208715
Grèce,RNB par habitant en PPA (dollars internationaux constants de 2011),28461.45581
Grèce,"RNB par habitant, ($ PPA internationaux courants)",28460
Grèce,"PIB par habitant, ($ PPA internationaux constants de 2011)",28604.86094
Grèce,"PIB par habitant, ($ PPA internationaux courants)",28604.86094
Grenade,"Dette du gouvernement central, total (% du PIB)",
Grenade,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",4818916.1
Grenade,Total de dette extérieure (% du RNB),5.964713412
Grenade,Valeur actuelle de la dette extérieure ($ US courants),
Grenade,"Compte de capitaux nets (BDP, $ US courants)",66882537.47
Grenade,Taux d’intérêt des dépôts (%),1.4475
Grenade,Taux d’intérêt des prêts (%),8.3125
Grenade,Taux d’intérêt réel (%),6.684312296
Grenade,Croissance du PIB (% annuel),4.438675669
Grenade,Croissance du PIB par habitant (% annuel),3.863139197
Grenade,PIB ($ US courants),1125685185
Grenade,PIB par habitant ($ US courants),10152.83281
Grenade,PIB par habitant ($ US constants de 2010),9742.603661
Grenade,PIB ($ US constants de 2010),1080201438
Grenade,RNB ($ US courants),1004054815
Grenade,RNB (dollars US constants 2010),
Grenade,Croissance du RNB (% annuel),
Grenade,Croissance du RNB par habitant (% annuel),
Grenade,RNB par habitant en PPA (dollars internationaux constants de 2011),14465.19775
Grenade,"RNB par habitant, ($ PPA internationaux courants)",14470
Grenade,"PIB par habitant, ($ PPA internationaux constants de 2011)",16217.49985
Grenade,"PIB par habitant, ($ PPA internationaux courants)",16217.49985
Groenland,"Dette du gouvernement central, total (% du PIB)",
Groenland,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Groenland,Total de dette extérieure (% du RNB),
Groenland,Valeur actuelle de la dette extérieure ($ US courants),
Groenland,"Compte de capitaux nets (BDP, $ US courants)",
Groenland,Taux d’intérêt des dépôts (%),
Groenland,Taux d’intérêt des prêts (%),
Groenland,Taux d’intérêt réel (%),
Groenland,Croissance du PIB (% annuel),0.052728183
Groenland,Croissance du PIB par habitant (% annuel),0.077664774
Groenland,PIB ($ US courants),2851610656
Groenland,PIB par habitant ($ US courants),50765.69565
Groenland,PIB par habitant ($ US constants de 2010),46791.65467
Groenland,PIB ($ US constants de 2010),2617502504
Groenland,RNB ($ US courants),
Groenland,RNB (dollars US constants 2010),
Groenland,Croissance du RNB (% annuel),
Groenland,Croissance du RNB par habitant (% annuel),
Groenland,RNB par habitant en PPA (dollars internationaux constants de 2011),
Groenland,"RNB par habitant, ($ PPA internationaux courants)",
Groenland,"PIB par habitant, ($ PPA internationaux constants de 2011)",
Groenland,"PIB par habitant, ($ PPA internationaux courants)",
Guam,"Dette du gouvernement central, total (% du PIB)",
Guam,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Guam,Total de dette extérieure (% du RNB),
Guam,Valeur actuelle de la dette extérieure ($ US courants),
Guam,"Compte de capitaux nets (BDP, $ US courants)",
Guam,Taux d’intérêt des dépôts (%),
Guam,Taux d’intérêt des prêts (%),
Guam,Taux d’intérêt réel (%),
Guam,Croissance du PIB (% annuel),0.890099909
Guam,Croissance du PIB par habitant (% annuel),0.07146292
Guam,PIB ($ US courants),6013000000
Guam,PIB par habitant ($ US courants),36601.91988
Guam,PIB par habitant ($ US constants de 2010),35678.2833
Guam,PIB ($ US constants de 2010),5861264058
Guam,RNB ($ US courants),
Guam,RNB (dollars US constants 2010),
Guam,Croissance du RNB (% annuel),
Guam,Croissance du RNB par habitant (% annuel),
Guam,RNB par habitant en PPA (dollars internationaux constants de 2011),
Guam,"RNB par habitant, ($ PPA internationaux courants)",
Guam,"PIB par habitant, ($ PPA internationaux constants de 2011)",
Guam,"PIB par habitant, ($ PPA internationaux courants)",
Guatemala,"Dette du gouvernement central, total (% du PIB)",
Guatemala,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",148381
Guatemala,Total de dette extérieure (% du RNB),5.946356851
Guatemala,Valeur actuelle de la dette extérieure ($ US courants),
Guatemala,"Compte de capitaux nets (BDP, $ US courants)",402510
Guatemala,Taux d’intérêt des dépôts (%),5.37
Guatemala,Taux d’intérêt des prêts (%),13.05416667
Guatemala,Taux d’intérêt réel (%),11.11202392
Guatemala,Croissance du PIB (% annuel),3.079851491
Guatemala,Croissance du PIB par habitant (% annuel),1.415648841
Guatemala,PIB ($ US courants),71654134379
Guatemala,PIB par habitant ($ US courants),4454.04815
Guatemala,PIB par habitant ($ US constants de 2010),4091.268
Guatemala,PIB ($ US constants de 2010),65817938468
Guatemala,RNB ($ US courants),70153026035
Guatemala,RNB (dollars US constants 2010),64430143047
Guatemala,Croissance du RNB (% annuel),3.147609207
Guatemala,Croissance du RNB par habitant (% annuel),1.482312623
Guatemala,RNB par habitant en PPA (dollars internationaux constants de 2011),8147.871684
Guatemala,"RNB par habitant, ($ PPA internationaux courants)",8150
Guatemala,"PIB par habitant, ($ PPA internationaux constants de 2011)",8322.21681
Guatemala,"PIB par habitant, ($ PPA internationaux courants)",8322.21681
Guinée,"Dette du gouvernement central, total (% du PIB)",
Guinée,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",76270.6
Guinée,Total de dette extérieure (% du RNB),0.795305183
Guinée,Valeur actuelle de la dette extérieure ($ US courants),
Guinée,"Compte de capitaux nets (BDP, $ US courants)",145700000
Guinée,Taux d’intérêt des dépôts (%),3.819166667
Guinée,Taux d’intérêt des prêts (%),
Guinée,Taux d’intérêt réel (%),
Guinée,Croissance du PIB (% annuel),10.30000049
Guinée,Croissance du PIB par habitant (% annuel),7.292111815
Guinée,PIB ($ US courants),10324668267
Guinée,PIB par habitant ($ US courants),855.5752706
Guinée,PIB par habitant ($ US constants de 2010),890.7886425
Guinée,PIB ($ US constants de 2010),10749606196
Guinée,RNB ($ US courants),10274041360
Guinée,RNB (dollars US constants 2010),10699618141
Guinée,Croissance du RNB (% annuel),11.71831663
Guinée,Croissance du RNB par habitant (% annuel),8.671750373
Guinée,RNB par habitant en PPA (dollars internationaux constants de 2011),2405.948119
Guinée,"RNB par habitant, ($ PPA internationaux courants)",2410
Guinée,"PIB par habitant, ($ PPA internationaux constants de 2011)",2417.803795
Guinée,"PIB par habitant, ($ PPA internationaux courants)",2417.803795
