Pays,Serie,Valeurs 2017
Inde,"Compte de capitaux nets (BDP, $ US courants)",37311530.98
Inde,Taux d’intérêt des dépôts (%),
Inde,Taux d’intérêt des prêts (%),9.508333333
Inde,Taux d’intérêt réel (%),5.327608862
Inde,Croissance du PIB (% annuel),6.795383419
Inde,Croissance du PIB par habitant (% annuel),5.665781149
Inde,PIB ($ US courants),2.65E+12
Inde,PIB par habitant ($ US courants),1980.66702
Inde,PIB par habitant ($ US constants de 2010),1816.730876
Inde,PIB ($ US constants de 2010),2.43E+12
Inde,RNB ($ US courants),2.62E+12
Inde,RNB (dollars US constants 2010),2.41E+12
Inde,Croissance du RNB (% annuel),7.823742636
Inde,Croissance du RNB par habitant (% annuel),6.683263146
Inde,RNB par habitant en PPA (dollars internationaux constants de 2011),6116.059654
Inde,"RNB par habitant, ($ PPA internationaux courants)",6120
Inde,"PIB par habitant, ($ PPA internationaux constants de 2011)",6182.922109
Inde,"PIB par habitant, ($ PPA internationaux courants)",6182.922109
Indonésie,"Dette du gouvernement central, total (% du PIB)",
Indonésie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",1468556
Indonésie,Total de dette extérieure (% du RNB),5.979728127
Indonésie,Valeur actuelle de la dette extérieure ($ US courants),
Indonésie,"Compte de capitaux nets (BDP, $ US courants)",46196677.88
Indonésie,Taux d’intérêt des dépôts (%),6.518333333
Indonésie,Taux d’intérêt des prêts (%),11.07333333
Indonésie,Taux d’intérêt réel (%),6.501563996
Indonésie,Croissance du PIB (% annuel),5.069785901
Indonésie,Croissance du PIB par habitant (% annuel),3.841197264
Indonésie,PIB ($ US courants),1.02E+12
Indonésie,PIB par habitant ($ US courants),3837.578024
Indonésie,PIB par habitant ($ US constants de 2010),3589.715543
Indonésie,PIB ($ US constants de 2010),9.50E+11
Indonésie,RNB ($ US courants),9.83E+11
Indonésie,RNB (dollars US constants 2010),9.20E+11
Indonésie,Croissance du RNB (% annuel),5.070014466
Indonésie,Croissance du RNB par habitant (% annuel),3.841423156
Indonésie,RNB par habitant en PPA (dollars internationaux constants de 2011),10589.12645
Indonésie,"RNB par habitant, ($ PPA internationaux courants)",10590
Indonésie,"PIB par habitant, ($ PPA internationaux constants de 2011)",10935.63172
Indonésie,"PIB par habitant, ($ PPA internationaux courants)",10935.63172
"Iran, République islamique d’","Dette du gouvernement central, total (% du PIB)",
"Iran, République islamique d’","Rachats et frais du FMI (Service de la dette totale, $ US courants)",1058081.4
"Iran, République islamique d’",Total de dette extérieure (% du RNB),0.109922035
"Iran, République islamique d’",Valeur actuelle de la dette extérieure ($ US courants),
"Iran, République islamique d’","Compte de capitaux nets (BDP, $ US courants)",
"Iran, République islamique d’",Taux d’intérêt des dépôts (%),
"Iran, République islamique d’",Taux d’intérêt des prêts (%),
"Iran, République islamique d’",Taux d’intérêt réel (%),
"Iran, République islamique d’",Croissance du PIB (% annuel),3.755196452
"Iran, République islamique d’",Croissance du PIB par habitant (% annuel),2.327750916
"Iran, République islamique d’",PIB ($ US courants),4.45E+11
"Iran, République islamique d’",PIB par habitant ($ US courants),5520.314782
"Iran, République islamique d’",PIB par habitant ($ US constants de 2010),5614.117876
"Iran, République islamique d’",PIB ($ US constants de 2010),4.53E+11
"Iran, République islamique d’",RNB ($ US courants),4.46E+11
"Iran, République islamique d’",RNB (dollars US constants 2010),4.54E+11
"Iran, République islamique d’",Croissance du RNB (% annuel),3.657399766
"Iran, République islamique d’",Croissance du RNB par habitant (% annuel),2.2312997
"Iran, République islamique d’",RNB par habitant en PPA (dollars internationaux constants de 2011),14562.92467
"Iran, République islamique d’","RNB par habitant, ($ PPA internationaux courants)",14560
"Iran, République islamique d’","PIB par habitant, ($ PPA internationaux constants de 2011)",14535.87358
"Iran, République islamique d’","PIB par habitant, ($ PPA internationaux courants)",14535.87358
Iraq,"Dette du gouvernement central, total (% du PIB)",
Iraq,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Iraq,Total de dette extérieure (% du RNB),
Iraq,Valeur actuelle de la dette extérieure ($ US courants),
Iraq,"Compte de capitaux nets (BDP, $ US courants)",-900000
Iraq,Taux d’intérêt des dépôts (%),
Iraq,Taux d’intérêt des prêts (%),
Iraq,Taux d’intérêt réel (%),
Iraq,Croissance du PIB (% annuel),-1.819750351
Iraq,Croissance du PIB par habitant (% annuel),-4.282981763
Iraq,PIB ($ US courants),1.87E+11
Iraq,PIB par habitant ($ US courants),4985.452879
Iraq,PIB par habitant ($ US constants de 2010),4964.744251
Iraq,PIB ($ US constants de 2010),1.86E+11
Iraq,RNB ($ US courants),1.86E+11
Iraq,RNB (dollars US constants 2010),1.85E+11
Iraq,Croissance du RNB (% annuel),-1.759300742
Iraq,Croissance du RNB par habitant (% annuel),-4.224048766
Iraq,RNB par habitant en PPA (dollars internationaux constants de 2011),10445.36711
Iraq,"RNB par habitant, ($ PPA internationaux courants)",10450
Iraq,"PIB par habitant, ($ PPA internationaux constants de 2011)",10526.37091
Iraq,"PIB par habitant, ($ PPA internationaux courants)",10526.37091
Irlande,"Dette du gouvernement central, total (% du PIB)",
Irlande,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Irlande,Total de dette extérieure (% du RNB),
Irlande,Valeur actuelle de la dette extérieure ($ US courants),
Irlande,"Compte de capitaux nets (BDP, $ US courants)",-28536636067
Irlande,Taux d’intérêt des dépôts (%),
Irlande,Taux d’intérêt des prêts (%),
Irlande,Taux d’intérêt réel (%),
Irlande,Croissance du PIB (% annuel),8.940012772
Irlande,Croissance du PIB par habitant (% annuel),7.760441977
Irlande,PIB ($ US courants),3.35E+11
Irlande,PIB par habitant ($ US courants),69601.68388
Irlande,PIB par habitant ($ US constants de 2010),67397.11868
Irlande,PIB ($ US constants de 2010),3.24E+11
Irlande,RNB ($ US courants),2.66E+11
Irlande,RNB (dollars US constants 2010),2.58E+11
Irlande,Croissance du RNB (% annuel),6.436968226
Irlande,Croissance du RNB par habitant (% annuel),5.28449967
Irlande,RNB par habitant en PPA (dollars internationaux constants de 2011),61729.40784
Irlande,"RNB par habitant, ($ PPA internationaux courants)",61730
Irlande,"PIB par habitant, ($ PPA internationaux constants de 2011)",77749.20196
Irlande,"PIB par habitant, ($ PPA internationaux courants)",77749.20196
Islande,"Dette du gouvernement central, total (% du PIB)",
Islande,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Islande,Total de dette extérieure (% du RNB),
Islande,Valeur actuelle de la dette extérieure ($ US courants),
Islande,"Compte de capitaux nets (BDP, $ US courants)",-13221184.96
Islande,Taux d’intérêt des dépôts (%),
Islande,Taux d’intérêt des prêts (%),7.255833333
Islande,Taux d’intérêt réel (%),6.260183009
Islande,Croissance du PIB (% annuel),4.194948829
Islande,Croissance du PIB par habitant (% annuel),1.779410135
Islande,PIB ($ US courants),24728285177
Islande,PIB par habitant ($ US courants),72010.14903
Islande,PIB par habitant ($ US constants de 2010),56501.45768
Islande,PIB ($ US constants de 2010),19402600567
Islande,RNB ($ US courants),23965940756
Islande,RNB (dollars US constants 2010),
Islande,Croissance du RNB (% annuel),
Islande,Croissance du RNB par habitant (% annuel),
Islande,RNB par habitant en PPA (dollars internationaux constants de 2011),53923.22172
Islande,"RNB par habitant, ($ PPA internationaux courants)",53920
Islande,"PIB par habitant, ($ PPA internationaux constants de 2011)",55638.49206
Islande,"PIB par habitant, ($ PPA internationaux courants)",55638.49206
Israël,"Dette du gouvernement central, total (% du PIB)",
Israël,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Israël,Total de dette extérieure (% du RNB),
Israël,Valeur actuelle de la dette extérieure ($ US courants),
Israël,"Compte de capitaux nets (BDP, $ US courants)",341400000
Israël,Taux d’intérêt des dépôts (%),0.519110928
Israël,Taux d’intérêt des prêts (%),3.497310301
Israël,Taux d’intérêt réel (%),3.499212356
Israël,Croissance du PIB (% annuel),4.377044428
Israël,Croissance du PIB par habitant (% annuel),2.372949592
Israël,PIB ($ US courants),3.55E+11
Israël,PIB par habitant ($ US courants),40774.12961
Israël,PIB par habitant ($ US constants de 2010),37033.78133
Israël,PIB ($ US constants de 2010),3.27E+11
Israël,RNB ($ US courants),3.53E+11
Israël,RNB (dollars US constants 2010),3.26E+11
Israël,Croissance du RNB (% annuel),4.805373187
Israël,Croissance du RNB par habitant (% annuel),2.793054211
Israël,RNB par habitant en PPA (dollars internationaux constants de 2011),38924.31301
Israël,"RNB par habitant, ($ PPA internationaux courants)",38920
Israël,"PIB par habitant, ($ PPA internationaux constants de 2011)",39121.29583
Israël,"PIB par habitant, ($ PPA internationaux courants)",39121.29583
Italie,"Dette du gouvernement central, total (% du PIB)",
Italie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Italie,Total de dette extérieure (% du RNB),
Italie,Valeur actuelle de la dette extérieure ($ US courants),
Italie,"Compte de capitaux nets (BDP, $ US courants)",1354545025
Italie,Taux d’intérêt des dépôts (%),
Italie,Taux d’intérêt des prêts (%),3.000833333
Italie,Taux d’intérêt réel (%),2.258088639
Italie,Croissance du PIB (% annuel),1.667859041
Italie,Croissance du PIB par habitant (% annuel),1.820333852
Italie,PIB ($ US courants),1.96E+12
Italie,PIB par habitant ($ US courants),32326.67421
Italie,PIB par habitant ($ US constants de 2010),31231.66445
Italie,PIB ($ US constants de 2010),1.89E+12
Italie,RNB ($ US courants),1.97E+12
Italie,RNB (dollars US constants 2010),1.90E+12
Italie,Croissance du RNB (% annuel),1.942098371
Italie,Croissance du RNB par habitant (% annuel),2.094984468
Italie,RNB par habitant en PPA (dollars internationaux constants de 2011),41812.97134
Italie,"RNB par habitant, ($ PPA internationaux courants)",41810
Italie,"PIB par habitant, ($ PPA internationaux constants de 2011)",41581.12079
Italie,"PIB par habitant, ($ PPA internationaux courants)",41581.12079
Jamaïque,"Dette du gouvernement central, total (% du PIB)",
Jamaïque,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",27192554.5
Jamaïque,Total de dette extérieure (% du RNB),9.835420556
Jamaïque,Valeur actuelle de la dette extérieure ($ US courants),
Jamaïque,"Compte de capitaux nets (BDP, $ US courants)",7096864.041
Jamaïque,Taux d’intérêt des dépôts (%),3.710695029
Jamaïque,Taux d’intérêt des prêts (%),14.90512194
Jamaïque,Taux d’intérêt réel (%),7.841739441
Jamaïque,Croissance du PIB (% annuel),0.997123062
Jamaïque,Croissance du PIB par habitant (% annuel),0.49207659
Jamaïque,PIB ($ US courants),14808989993
Jamaïque,PIB par habitant ($ US courants),5070.099503
Jamaïque,PIB par habitant ($ US constants de 2010),4973.724172
Jamaïque,PIB ($ US constants de 2010),14527492301
Jamaïque,RNB ($ US courants),14387841219
Jamaïque,RNB (dollars US constants 2010),14106720653
Jamaïque,Croissance du RNB (% annuel),2.422412794
Jamaïque,Croissance du RNB par habitant (% annuel),1.910239014
Jamaïque,RNB par habitant en PPA (dollars internationaux constants de 2011),9327.09002
Jamaïque,"RNB par habitant, ($ PPA internationaux courants)",9330
Jamaïque,"PIB par habitant, ($ PPA internationaux constants de 2011)",9600.104746
Jamaïque,"PIB par habitant, ($ PPA internationaux courants)",9600.104746
Japon,"Dette du gouvernement central, total (% du PIB)",
Japon,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Japon,Total de dette extérieure (% du RNB),
Japon,Valeur actuelle de la dette extérieure ($ US courants),
Japon,"Compte de capitaux nets (BDP, $ US courants)",-2498993251
Japon,Taux d’intérêt des dépôts (%),0.320666667
Japon,Taux d’intérêt des prêts (%),0.994
Japon,Taux d’intérêt réel (%),1.069144407
Japon,Croissance du PIB (% annuel),1.675331752
Japon,Croissance du PIB par habitant (% annuel),1.842709058
Japon,PIB ($ US courants),4.93E+12
Japon,PIB par habitant ($ US courants),38891.08627
Japon,PIB par habitant ($ US constants de 2010),35914.64127
Japon,PIB ($ US constants de 2010),4.55E+12
Japon,RNB ($ US courants),5.04E+12
Japon,RNB (dollars US constants 2010),4.66E+12
Japon,Croissance du RNB (% annuel),1.861156175
Japon,Croissance du RNB par habitant (% annuel),2.028839384
Japon,RNB par habitant en PPA (dollars internationaux constants de 2011),42426.88399
Japon,"RNB par habitant, ($ PPA internationaux courants)",42430
Japon,"PIB par habitant, ($ PPA internationaux constants de 2011)",41505.08248
Japon,"PIB par habitant, ($ PPA internationaux courants)",41505.08248
Jordanie,"Dette du gouvernement central, total (% du PIB)",
Jordanie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",526326875
Jordanie,Total de dette extérieure (% du RNB),4.528579485
Jordanie,Valeur actuelle de la dette extérieure ($ US courants),
Jordanie,"Compte de capitaux nets (BDP, $ US courants)",42253521.13
Jordanie,Taux d’intérêt des dépôts (%),3.433333333
Jordanie,Taux d’intérêt des prêts (%),8.393333333
Jordanie,Taux d’intérêt réel (%),6.60338106
Jordanie,Croissance du PIB (% annuel),2.087114551
Jordanie,Croissance du PIB par habitant (% annuel),-0.328485921
Jordanie,PIB ($ US courants),41408960845
Jordanie,PIB par habitant ($ US courants),4231.51828
Jordanie,PIB par habitant ($ US constants de 2010),4105.720951
Jordanie,PIB ($ US constants de 2010),40177928314
Jordanie,RNB ($ US courants),41202622817
Jordanie,RNB (dollars US constants 2010),39974637973
Jordanie,Croissance du RNB (% annuel),2.364639672
Jordanie,Croissance du RNB par habitant (% annuel),-0.05752764
Jordanie,RNB par habitant en PPA (dollars internationaux constants de 2011),9953.727851
Jordanie,"RNB par habitant, ($ PPA internationaux courants)",9950
Jordanie,"PIB par habitant, ($ PPA internationaux constants de 2011)",10003.57498
Jordanie,"PIB par habitant, ($ PPA internationaux courants)",10003.57498
Kazakhstan,"Dette du gouvernement central, total (% du PIB)",
Kazakhstan,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",255159.9
Kazakhstan,Total de dette extérieure (% du RNB),18.78286878
Kazakhstan,Valeur actuelle de la dette extérieure ($ US courants),
Kazakhstan,"Compte de capitaux nets (BDP, $ US courants)",346849502.3
Kazakhstan,Taux d’intérêt des dépôts (%),
Kazakhstan,Taux d’intérêt des prêts (%),
Kazakhstan,Taux d’intérêt réel (%),
Kazakhstan,Croissance du PIB (% annuel),4.1
Kazakhstan,Croissance du PIB par habitant (% annuel),2.693432134
Kazakhstan,PIB ($ US courants),1.67E+11
Kazakhstan,PIB par habitant ($ US courants),9247.581331
Kazakhstan,PIB par habitant ($ US constants de 2010),10758.52088
Kazakhstan,PIB ($ US constants de 2010),1.94E+11
Kazakhstan,RNB ($ US courants),1.49E+11
Kazakhstan,RNB (dollars US constants 2010),1.70E+11
Kazakhstan,Croissance du RNB (% annuel),2.073515006
Kazakhstan,Croissance du RNB par habitant (% annuel),0.694328396
Kazakhstan,RNB par habitant en PPA (dollars internationaux constants de 2011),22157.8711
Kazakhstan,"RNB par habitant, ($ PPA internationaux courants)",22160
Kazakhstan,"PIB par habitant, ($ PPA internationaux constants de 2011)",24862.96612
Kazakhstan,"PIB par habitant, ($ PPA internationaux courants)",24862.96612
Kenya,"Dette du gouvernement central, total (% du PIB)",
Kenya,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",119104192.7
Kenya,Total de dette extérieure (% du RNB),1.920898802
Kenya,Valeur actuelle de la dette extérieure ($ US courants),
Kenya,"Compte de capitaux nets (BDP, $ US courants)",184178685.1
Kenya,Taux d’intérêt des dépôts (%),7.674123258
Kenya,Taux d’intérêt des prêts (%),13.66757252
Kenya,Taux d’intérêt réel (%),5.633902612
Kenya,Croissance du PIB (% annuel),3.815506427
Kenya,Croissance du PIB par habitant (% annuel),1.397716647
Kenya,PIB ($ US courants),82035800868
Kenya,PIB par habitant ($ US courants),1633.491216
Kenya,PIB par habitant ($ US constants de 2010),1414.296462
Kenya,PIB ($ US constants de 2010),75863128285
Kenya,RNB ($ US courants),80527208447
Kenya,RNB (dollars US constants 2010),74416156387
Kenya,Croissance du RNB (% annuel),3.300067212
Kenya,Croissance du RNB par habitant (% annuel),0.894281647
Kenya,RNB par habitant en PPA (dollars internationaux constants de 2011),4126.283437
Kenya,"RNB par habitant, ($ PPA internationaux courants)",4130
Kenya,"PIB par habitant, ($ PPA internationaux constants de 2011)",4203.585011
Kenya,"PIB par habitant, ($ PPA internationaux courants)",4203.585011
Kiribati,"Dette du gouvernement central, total (% du PIB)",
Kiribati,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Kiribati,Total de dette extérieure (% du RNB),
Kiribati,Valeur actuelle de la dette extérieure ($ US courants),
Kiribati,"Compte de capitaux nets (BDP, $ US courants)",31917651.33
Kiribati,Taux d’intérêt des dépôts (%),
Kiribati,Taux d’intérêt des prêts (%),
Kiribati,Taux d’intérêt réel (%),
Kiribati,Croissance du PIB (% annuel),0.889757537
Kiribati,Croissance du PIB par habitant (% annuel),-0.545552671
Kiribati,PIB ($ US courants),187276124.8
Kiribati,PIB par habitant ($ US courants),1640.571205
Kiribati,PIB par habitant ($ US constants de 2010),1590.052847
Kiribati,PIB ($ US constants de 2010),181510126.8
Kiribati,RNB ($ US courants),358337590.1
Kiribati,RNB (dollars US constants 2010),345750555.6
Kiribati,Croissance du RNB (% annuel),8.534569654
Kiribati,Croissance du RNB par habitant (% annuel),6.990500369
Kiribati,RNB par habitant en PPA (dollars internationaux constants de 2011),4277.843684
Kiribati,"RNB par habitant, ($ PPA internationaux courants)",4280
Kiribati,"PIB par habitant, ($ PPA internationaux constants de 2011)",2235.70736
Kiribati,"PIB par habitant, ($ PPA internationaux courants)",2235.70736
Kosovo,"Dette du gouvernement central, total (% du PIB)",
Kosovo,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",48607956.5
Kosovo,Total de dette extérieure (% du RNB),2.674109098
Kosovo,Valeur actuelle de la dette extérieure ($ US courants),
Kosovo,"Compte de capitaux nets (BDP, $ US courants)",-13321616.57
Kosovo,Taux d’intérêt des dépôts (%),1.035125
Kosovo,Taux d’intérêt des prêts (%),6.8327
Kosovo,Taux d’intérêt réel (%),6.364710352
Kosovo,Croissance du PIB (% annuel),4.825690427
Kosovo,Croissance du PIB par habitant (% annuel),4.038708924
Kosovo,PIB ($ US courants),7180813376
Kosovo,PIB par habitant ($ US courants),4009.380987
Kosovo,PIB par habitant ($ US constants de 2010),3902.018669
Kosovo,PIB ($ US constants de 2010),6967353008
Kosovo,RNB ($ US courants),7324712381
Kosovo,RNB (dollars US constants 2010),7107598767
Kosovo,Croissance du RNB (% annuel),5.618545123
Kosovo,Croissance du RNB par habitant (% annuel),4.825611243
Kosovo,RNB par habitant en PPA (dollars internationaux constants de 2011),10645.30314
Kosovo,"RNB par habitant, ($ PPA internationaux courants)",10650
Kosovo,"PIB par habitant, ($ PPA internationaux constants de 2011)",10436.16885
Kosovo,"PIB par habitant, ($ PPA internationaux courants)",10436.16885
Koweït,"Dette du gouvernement central, total (% du PIB)",
Koweït,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Koweït,Total de dette extérieure (% du RNB),
Koweït,Valeur actuelle de la dette extérieure ($ US courants),
Koweït,"Compte de capitaux nets (BDP, $ US courants)",-448100281.6
Koweït,Taux d’intérêt des dépôts (%),1.619058333
Koweït,Taux d’intérêt des prêts (%),4.694933333
Koweït,Taux d’intérêt réel (%),-9.925197823
Koweït,Croissance du PIB (% annuel),-4.712106209
Koweït,Croissance du PIB par habitant (% annuel),-7.043499891
Koweït,PIB ($ US courants),1.21E+11
Koweït,PIB par habitant ($ US courants),29759.46747
Koweït,PIB par habitant ($ US constants de 2010),27702.18785
Koweït,PIB ($ US constants de 2010),1.12E+11
Koweït,RNB ($ US courants),1.39E+11
Koweït,RNB (dollars US constants 2010),1.29E+11
Koweït,Croissance du RNB (% annuel),-1.062727517
Koweït,Croissance du RNB par habitant (% annuel),-3.483409966
Koweït,RNB par habitant en PPA (dollars internationaux constants de 2011),58767.65534
Koweït,"RNB par habitant, ($ PPA internationaux courants)",58770
Koweït,"PIB par habitant, ($ PPA internationaux constants de 2011)",50855.55291
Koweït,"PIB par habitant, ($ PPA internationaux courants)",50855.55291
Lesotho,"Dette du gouvernement central, total (% du PIB)",
Lesotho,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",6549565.8
Lesotho,Total de dette extérieure (% du RNB),2.133567111
Lesotho,Valeur actuelle de la dette extérieure ($ US courants),
Lesotho,"Compte de capitaux nets (BDP, $ US courants)",39383827.73
Lesotho,Taux d’intérêt des dépôts (%),1.2175
Lesotho,Taux d’intérêt des prêts (%),11.58083333
Lesotho,Taux d’intérêt réel (%),9.373803227
Lesotho,Croissance du PIB (% annuel),-3.141949946
Lesotho,Croissance du PIB par habitant (% annuel),-3.905641873
Lesotho,PIB ($ US courants),2306843529
Lesotho,PIB par habitant ($ US courants),1102.94441
Lesotho,PIB par habitant ($ US constants de 2010),1132.009269
Lesotho,PIB ($ US constants de 2010),2367633610
Lesotho,RNB ($ US courants),2620773521
Lesotho,RNB (dollars US constants 2010),2667940189
Lesotho,Croissance du RNB (% annuel),-3.484372619
Lesotho,Croissance du RNB par habitant (% annuel),-4.245364662
Lesotho,RNB par habitant en PPA (dollars internationaux constants de 2011),3031.409555
Lesotho,"RNB par habitant, ($ PPA internationaux courants)",3030
Lesotho,"PIB par habitant, ($ PPA internationaux constants de 2011)",2668.291425
Lesotho,"PIB par habitant, ($ PPA internationaux courants)",2668.291425
Lettonie,"Dette du gouvernement central, total (% du PIB)",
Lettonie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Lettonie,Total de dette extérieure (% du RNB),
Lettonie,Valeur actuelle de la dette extérieure ($ US courants),
Lettonie,"Compte de capitaux nets (BDP, $ US courants)",301464054.7
Lettonie,Taux d’intérêt des dépôts (%),
Lettonie,Taux d’intérêt des prêts (%),
Lettonie,Taux d’intérêt réel (%),
Lettonie,Croissance du PIB (% annuel),3.31308889
Lettonie,Croissance du PIB par habitant (% annuel),4.232734576
Lettonie,PIB ($ US courants),30408509602
Lettonie,PIB par habitant ($ US courants),15656.34749
Lettonie,PIB par habitant ($ US constants de 2010),14824.33088
Lettonie,PIB ($ US constants de 2010),28821616715
Lettonie,RNB ($ US courants),30332113166
Lettonie,RNB (dollars US constants 2010),28747596200
Lettonie,Croissance du RNB (% annuel),3.197999101
Lettonie,Croissance du RNB par habitant (% annuel),4.11662031
Lettonie,RNB par habitant en PPA (dollars internationaux constants de 2011),28601.52573
Lettonie,"RNB par habitant, ($ PPA internationaux courants)",28600
Lettonie,"PIB par habitant, ($ PPA internationaux constants de 2011)",28673.5634
Lettonie,"PIB par habitant, ($ PPA internationaux courants)",28673.5634
Liban,"Dette du gouvernement central, total (% du PIB)",
Liban,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",142834.1
Liban,Total de dette extérieure (% du RNB),31.04344724
Liban,Valeur actuelle de la dette extérieure ($ US courants),
Liban,"Compte de capitaux nets (BDP, $ US courants)",1647860985
Liban,Taux d’intérêt des dépôts (%),6.2625
Liban,Taux d’intérêt des prêts (%),8.293333333
Liban,Taux d’intérêt réel (%),5.178837927
Liban,Croissance du PIB (% annuel),0.782014001
Liban,Croissance du PIB par habitant (% annuel),-0.771117558
Liban,PIB ($ US courants),53324800959
Liban,PIB par habitant ($ US courants),7819.60467
Liban,PIB par habitant ($ US constants de 2010),7498.422447
Liban,PIB ($ US constants de 2010),51255733475
Liban,RNB ($ US courants),53115571398
Liban,RNB (dollars US constants 2010),51070716170
Liban,Croissance du RNB (% annuel),2.129276525
Liban,Croissance du RNB par habitant (% annuel),0.555382572
Liban,RNB par habitant en PPA (dollars internationaux constants de 2011),15980.11283
Liban,"RNB par habitant, ($ PPA internationaux courants)",15980
Liban,"PIB par habitant, ($ PPA internationaux constants de 2011)",16043.0607
Liban,"PIB par habitant, ($ PPA internationaux courants)",16043.0607
Libéria,"Dette du gouvernement central, total (% du PIB)",
Libéria,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",91524.7
Libéria,Total de dette extérieure (% du RNB),0.488317118
Libéria,Valeur actuelle de la dette extérieure ($ US courants),
Libéria,"Compte de capitaux nets (BDP, $ US courants)",65369772.61
Libéria,Taux d’intérêt des dépôts (%),5.025347222
Libéria,Taux d’intérêt des prêts (%),13.25018519
Libéria,Taux d’intérêt réel (%),16.29470396
Libéria,Croissance du PIB (% annuel),2.45515592
Libéria,Croissance du PIB par habitant (% annuel),-0.060039736
Libéria,PIB ($ US courants),3390703400
Libéria,PIB par habitant ($ US courants),721.085044
Libéria,PIB par habitant ($ US constants de 2010),681.2425225
Libéria,PIB ($ US constants de 2010),3254893759
Libéria,RNB ($ US courants),3087813500
Libéria,RNB (dollars US constants 2010),
Libéria,Croissance du RNB (% annuel),
Libéria,Croissance du RNB par habitant (% annuel),
Libéria,RNB par habitant en PPA (dollars internationaux constants de 2011),1424.468657
Libéria,"RNB par habitant, ($ PPA internationaux courants)",1420
Libéria,"PIB par habitant, ($ PPA internationaux constants de 2011)",1564.197682
Libéria,"PIB par habitant, ($ PPA internationaux courants)",1564.197682
Libye,"Dette du gouvernement central, total (% du PIB)",
Libye,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Libye,Total de dette extérieure (% du RNB),
Libye,Valeur actuelle de la dette extérieure ($ US courants),
Libye,"Compte de capitaux nets (BDP, $ US courants)",
Libye,Taux d’intérêt des dépôts (%),
Libye,Taux d’intérêt des prêts (%),
Libye,Taux d’intérêt réel (%),
Libye,Croissance du PIB (% annuel),26.68090263
Libye,Croissance du PIB par habitant (% annuel),24.97603817
Libye,PIB ($ US courants),37883243650
Libye,PIB par habitant ($ US courants),5756.699325
Libye,PIB par habitant ($ US constants de 2010),5209.865701
Libye,PIB ($ US constants de 2010),34284683046
Libye,RNB ($ US courants),39165350122
Libye,RNB (dollars US constants 2010),
Libye,Croissance du RNB (% annuel),
Libye,Croissance du RNB par habitant (% annuel),
Libye,RNB par habitant en PPA (dollars internationaux constants de 2011),13686.02253
Libye,"RNB par habitant, ($ PPA internationaux courants)",13690
Libye,"PIB par habitant, ($ PPA internationaux constants de 2011)",13238.00054
Libye,"PIB par habitant, ($ PPA internationaux courants)",13238.00054
Liechtenstein,"Dette du gouvernement central, total (% du PIB)",
Liechtenstein,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Liechtenstein,Total de dette extérieure (% du RNB),
Liechtenstein,Valeur actuelle de la dette extérieure ($ US courants),
Liechtenstein,"Compte de capitaux nets (BDP, $ US courants)",
Liechtenstein,Taux d’intérêt des dépôts (%),
Liechtenstein,Taux d’intérêt des prêts (%),
Liechtenstein,Taux d’intérêt réel (%),
Liechtenstein,Croissance du PIB (% annuel),
Liechtenstein,Croissance du PIB par habitant (% annuel),
Liechtenstein,PIB ($ US courants),6474256119
Liechtenstein,PIB par habitant ($ US courants),171253.9643
Liechtenstein,PIB par habitant ($ US constants de 2010),
Liechtenstein,PIB ($ US constants de 2010),
Liechtenstein,RNB ($ US courants),6748654413
Liechtenstein,RNB (dollars US constants 2010),
Liechtenstein,Croissance du RNB (% annuel),
Liechtenstein,Croissance du RNB par habitant (% annuel),
Liechtenstein,RNB par habitant en PPA (dollars internationaux constants de 2011),
Liechtenstein,"RNB par habitant, ($ PPA internationaux courants)",
Liechtenstein,"PIB par habitant, ($ PPA internationaux constants de 2011)",
Liechtenstein,"PIB par habitant, ($ PPA internationaux courants)",
Lituanie,"Dette du gouvernement central, total (% du PIB)",
Lituanie,"Rachats et frais du FMI (Service de la dette totale, $ US courants)",
Lituanie,Total de dette extérieure (% du RNB),
Lituanie,Valeur actuelle de la dette extérieure ($ US courants),
Lituanie,"Compte de capitaux nets (BDP, $ US courants)",610397892.6
Lituanie,Taux d’intérêt des dépôts (%),
Lituanie,Taux d’intérêt des prêts (%),
Lituanie,Taux d’intérêt réel (%),
Lituanie,Croissance du PIB (% annuel),4.282596951
