Pays,Serie,Valeurs 2017
Côte d'Ivoire,Indice de la valeur des exportations (2000=100),304.8625824
Côte d'Ivoire,Indice du volume des exportations (2000=100),118.5260993
Croatie,"Coût des procédures d’importation, formalités documentaires (USD)",0
Croatie,"Coût des procédures d’importation, formalités douanières (USD)",0
Croatie,Importations de biens et de services ($ US courants),27338919707
Croatie,Importations de marchandises ($ US courants),24829000000
Croatie,Importations de nourriture (% des marchandises importées),13.01702887
Croatie,Indice de la valeur des importations (2000=100),314.8266679
Croatie,Indice du volume des importations (2000=100),221.2085351
Croatie,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Croatie,"Coût des procédures d’exportation, formalités douanières (USD)",0
Croatie,Exportations de biens et de services ($ US courants),27687534826
Croatie,Exportations de marchandises ($ US courants),16069000000
Croatie,Exportations de nourriture (% des marchandises exportées),13.35050291
Croatie,Indice de la valeur des exportations (2000=100),362.6009358
Croatie,Indice du volume des exportations (2000=100),259.7342721
Cuba,"Coût des procédures d’importation, formalités documentaires (USD)",
Cuba,"Coût des procédures d’importation, formalités douanières (USD)",
Cuba,Importations de biens et de services ($ US courants),11304000000
Cuba,Importations de marchandises ($ US courants),10172000000
Cuba,Importations de nourriture (% des marchandises importées),
Cuba,Indice de la valeur des importations (2000=100),210.0246567
Cuba,Indice du volume des importations (2000=100),137.223869
Cuba,"Coût des procédures d’exportation, formalités documentaires (USD)",
Cuba,"Coût des procédures d’exportation, formalités douanières (USD)",
Cuba,Exportations de biens et de services ($ US courants),14093000000
Cuba,Exportations de marchandises ($ US courants),2402000000
Cuba,Exportations de nourriture (% des marchandises exportées),
Cuba,Indice de la valeur des exportations (2000=100),143.3174224
Cuba,Indice du volume des exportations (2000=100),52.55169073
Curacao,"Coût des procédures d’importation, formalités documentaires (USD)",
Curacao,"Coût des procédures d’importation, formalités douanières (USD)",
Curacao,Importations de biens et de services ($ US courants),
Curacao,Importations de marchandises ($ US courants),1469000000
Curacao,Importations de nourriture (% des marchandises importées),
Curacao,Indice de la valeur des importations (2000=100),
Curacao,Indice du volume des importations (2000=100),
Curacao,"Coût des procédures d’exportation, formalités documentaires (USD)",
Curacao,"Coût des procédures d’exportation, formalités douanières (USD)",
Curacao,Exportations de biens et de services ($ US courants),
Curacao,Exportations de marchandises ($ US courants),425000000
Curacao,Exportations de nourriture (% des marchandises exportées),
Curacao,Indice de la valeur des exportations (2000=100),
Curacao,Indice du volume des exportations (2000=100),
Danemark,"Coût des procédures d’importation, formalités documentaires (USD)",0
Danemark,"Coût des procédures d’importation, formalités douanières (USD)",0
Danemark,Importations de biens et de services ($ US courants),1.59E+11
Danemark,Importations de marchandises ($ US courants),92957000000
Danemark,Importations de nourriture (% des marchandises importées),13.81714177
Danemark,Indice de la valeur des importations (2000=100),204.5496966
Danemark,Indice du volume des importations (2000=100),129.6654698
Danemark,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Danemark,"Coût des procédures d’exportation, formalités douanières (USD)",0
Danemark,Exportations de biens et de services ($ US courants),1.83E+11
Danemark,Exportations de marchandises ($ US courants),1.03E+11
Danemark,Exportations de nourriture (% des marchandises exportées),18.98912078
Danemark,Indice de la valeur des exportations (2000=100),200.3405694
Danemark,Indice du volume des exportations (2000=100),126.5834523
Djibouti,"Coût des procédures d’importation, formalités documentaires (USD)",100
Djibouti,"Coût des procédures d’importation, formalités douanières (USD)",1055
Djibouti,Importations de biens et de services ($ US courants),4306024612
Djibouti,Importations de marchandises ($ US courants),3576000000
Djibouti,Importations de nourriture (% des marchandises importées),
Djibouti,Indice de la valeur des importations (2000=100),1731.559125
Djibouti,Indice du volume des importations (2000=100),1071.100632
Djibouti,"Coût des procédures d’exportation, formalités documentaires (USD)",95
Djibouti,"Coût des procédures d’exportation, formalités douanières (USD)",605.2857
Djibouti,Exportations de biens et de services ($ US courants),4067414656
Djibouti,Exportations de marchandises ($ US courants),3162000000
Djibouti,Exportations de nourriture (% des marchandises exportées),
Djibouti,Indice de la valeur des exportations (2000=100),10006.38894
Djibouti,Indice du volume des exportations (2000=100),6005.063997
Dominique,"Coût des procédures d’importation, formalités documentaires (USD)",50
Dominique,"Coût des procédures d’importation, formalités douanières (USD)",905.5556
Dominique,Importations de biens et de services ($ US courants),322070370.4
Dominique,Importations de marchandises ($ US courants),198000000
Dominique,Importations de nourriture (% des marchandises importées),
Dominique,Indice de la valeur des importations (2000=100),133.3479239
Dominique,Indice du volume des importations (2000=100),88.12275318
Dominique,"Coût des procédures d’exportation, formalités documentaires (USD)",50
Dominique,"Coût des procédures d’exportation, formalités douanières (USD)",625
Dominique,Exportations de biens et de services ($ US courants),213188888.9
Dominique,Exportations de marchandises ($ US courants),12000000
Dominique,Exportations de nourriture (% des marchandises exportées),
Dominique,Indice de la valeur des exportations (2000=100),21.89143491
Dominique,Indice du volume des exportations (2000=100),13.45244936
"Égypte, République arabe d’","Coût des procédures d’importation, formalités documentaires (USD)",1000
"Égypte, République arabe d’","Coût des procédures d’importation, formalités douanières (USD)",553.6667
"Égypte, République arabe d’",Importations de biens et de services ($ US courants),69089673913
"Égypte, République arabe d’",Importations de marchandises ($ US courants),61627000000
"Égypte, République arabe d’",Importations de nourriture (% des marchandises importées),20.28547246
"Égypte, République arabe d’",Indice de la valeur des importations (2000=100),422.7293346
"Égypte, République arabe d’",Indice du volume des importations (2000=100),260.4400804
"Égypte, République arabe d’","Coût des procédures d’exportation, formalités documentaires (USD)",100
"Égypte, République arabe d’","Coût des procédures d’exportation, formalités douanières (USD)",258
"Égypte, République arabe d’",Exportations de biens et de services ($ US courants),37289402174
"Égypte, République arabe d’",Exportations de marchandises ($ US courants),25604000000
"Égypte, République arabe d’",Exportations de nourriture (% des marchandises exportées),17.60547479
"Égypte, République arabe d’",Indice de la valeur des exportations (2000=100),485.2928996
"Égypte, République arabe d’",Indice du volume des exportations (2000=100),200.5688498
El Salvador,"Coût des procédures d’importation, formalités documentaires (USD)",66.66667
El Salvador,"Coût des procédures d’importation, formalités douanières (USD)",128.3333
El Salvador,Importations de biens et de services ($ US courants),11309300000
El Salvador,Importations de marchandises ($ US courants),10572000000
El Salvador,Importations de nourriture (% des marchandises importées),16.9571639
El Salvador,Indice de la valeur des importations (2000=100),213.6951688
El Salvador,Indice du volume des importations (2000=100),142.5115191
El Salvador,"Coût des procédures d’exportation, formalités documentaires (USD)",50
El Salvador,"Coût des procédures d’exportation, formalités douanières (USD)",128.3333
El Salvador,Exportations de biens et de services ($ US courants),7251400000
El Salvador,Exportations de marchandises ($ US courants),5760000000
El Salvador,Exportations de nourriture (% des marchandises exportées),18.73466967
El Salvador,Indice de la valeur des exportations (2000=100),195.8520911
El Salvador,Indice du volume des exportations (2000=100),136.2523234
Émirats arabes unis,"Coût des procédures d’importation, formalités documentaires (USD)",283.3333
Émirats arabes unis,"Coût des procédures d’importation, formalités douanières (USD)",677.7778
Émirats arabes unis,Importations de biens et de services ($ US courants),2.91E+11
Émirats arabes unis,Importations de marchandises ($ US courants),2.74E+11
Émirats arabes unis,Importations de nourriture (% des marchandises importées),6.99833695
Émirats arabes unis,Indice de la valeur des importations (2000=100),781.8308993
Émirats arabes unis,Indice du volume des importations (2000=100),546.4538422
Émirats arabes unis,"Coût des procédures d’exportation, formalités documentaires (USD)",140
Émirats arabes unis,"Coût des procédures d’exportation, formalités douanières (USD)",461.6667
Émirats arabes unis,Exportations de biens et de services ($ US courants),3.84E+11
Émirats arabes unis,Exportations de marchandises ($ US courants),3.14E+11
Émirats arabes unis,Exportations de nourriture (% des marchandises exportées),2.030836258
Émirats arabes unis,Indice de la valeur des exportations (2000=100),629.1662124
Émirats arabes unis,Indice du volume des exportations (2000=100),287.6725463
Équateur,"Coût des procédures d’importation, formalités documentaires (USD)",75
Équateur,"Coût des procédures d’importation, formalités douanières (USD)",250
Équateur,Importations de biens et de services ($ US courants),22516333000
Équateur,Importations de marchandises ($ US courants),20010000000
Équateur,Importations de nourriture (% des marchandises importées),10.18800679
Équateur,Indice de la valeur des importations (2000=100),537.7332901
Équateur,Indice du volume des importations (2000=100),385.0247138
Équateur,"Coût des procédures d’exportation, formalités documentaires (USD)",60
Équateur,"Coût des procédures d’exportation, formalités douanières (USD)",560
Équateur,Exportations de biens et de services ($ US courants),21727767000
Équateur,Exportations de marchandises ($ US courants),19122000000
Équateur,Exportations de nourriture (% des marchandises exportées),50.02238886
Équateur,Indice de la valeur des exportations (2000=100),388.1447053
Équateur,Indice du volume des exportations (2000=100),227.2644244
Érythrée,"Coût des procédures d’importation, formalités documentaires (USD)",
Érythrée,"Coût des procédures d’importation, formalités douanières (USD)",
Érythrée,Importations de biens et de services ($ US courants),
Érythrée,Importations de marchandises ($ US courants),1026000000
Érythrée,Importations de nourriture (% des marchandises importées),
Érythrée,Indice de la valeur des importations (2000=100),217.7694805
Érythrée,Indice du volume des importations (2000=100),124.6722851
Érythrée,"Coût des procédures d’exportation, formalités documentaires (USD)",
Érythrée,"Coût des procédures d’exportation, formalités douanières (USD)",
Érythrée,Exportations de biens et de services ($ US courants),
Érythrée,Exportations de marchandises ($ US courants),583000000
Érythrée,Exportations de nourriture (% des marchandises exportées),
Érythrée,Indice de la valeur des exportations (2000=100),1575.961637
Érythrée,Indice du volume des exportations (2000=100),950.2588936
Espagne,"Coût des procédures d’importation, formalités documentaires (USD)",0
Espagne,"Coût des procédures d’importation, formalités douanières (USD)",0
Espagne,Importations de biens et de services ($ US courants),4.13E+11
Espagne,Importations de marchandises ($ US courants),3.52E+11
Espagne,Importations de nourriture (% des marchandises importées),11.71824923
Espagne,Indice de la valeur des importations (2000=100),225.9807353
Espagne,Indice du volume des importations (2000=100),124.8840165
Espagne,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Espagne,"Coût des procédures d’exportation, formalités douanières (USD)",0
Espagne,Exportations de biens et de services ($ US courants),4.60E+11
Espagne,Exportations de marchandises ($ US courants),3.20E+11
Espagne,Exportations de nourriture (% des marchandises exportées),16.80850347
Espagne,Indice de la valeur des exportations (2000=100),277.9347984
Espagne,Indice du volume des exportations (2000=100),167.0694449
Estonie,"Coût des procédures d’importation, formalités documentaires (USD)",0
Estonie,"Coût des procédures d’importation, formalités douanières (USD)",0
Estonie,Importations de biens et de services ($ US courants),19271568289
Estonie,Importations de marchandises ($ US courants),16674000000
Estonie,Importations de nourriture (% des marchandises importées),10.96102716
Estonie,Indice de la valeur des importations (2000=100),330.0432217
Estonie,Indice du volume des importations (2000=100),192.3466015
Estonie,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Estonie,"Coût des procédures d’exportation, formalités douanières (USD)",0
Estonie,Exportations de biens et de services ($ US courants),20360920114
Estonie,Exportations de marchandises ($ US courants),14559000000
Estonie,Exportations de nourriture (% des marchandises exportées),10.14010775
Estonie,Indice de la valeur des exportations (2000=100),380.1478811
Estonie,Indice du volume des exportations (2000=100),233.8243219
Eswatini,"Coût des procédures d’importation, formalités documentaires (USD)",75.55556
Eswatini,"Coût des procédures d’importation, formalités douanières (USD)",134.4444
Eswatini,Importations de biens et de services ($ US courants),1949866371
Eswatini,Importations de marchandises ($ US courants),1612000000
Eswatini,Importations de nourriture (% des marchandises importées),18.48188609
Eswatini,Indice de la valeur des importations (2000=100),152.9199757
Eswatini,Indice du volume des importations (2000=100),94.7938684
Eswatini,"Coût des procédures d’exportation, formalités documentaires (USD)",75.55556
Eswatini,"Coût des procédures d’exportation, formalités douanières (USD)",134.4444
Eswatini,Exportations de biens et de services ($ US courants),1915868749
Eswatini,Exportations de marchandises ($ US courants),1801000000
Eswatini,Exportations de nourriture (% des marchandises exportées),24.41430026
Eswatini,Indice de la valeur des exportations (2000=100),195.9216744
Eswatini,Indice du volume des exportations (2000=100),104.0226325
États-Unis,"Coût des procédures d’importation, formalités documentaires (USD)",100
États-Unis,"Coût des procédures d’importation, formalités douanières (USD)",175
États-Unis,Importations de biens et de services ($ US courants),2.92E+12
États-Unis,Importations de marchandises ($ US courants),2.41E+12
États-Unis,Importations de nourriture (% des marchandises importées),6.088340288
États-Unis,Indice de la valeur des importations (2000=100),191.2551179
États-Unis,Indice du volume des importations (2000=100),155.1136398
États-Unis,"Coût des procédures d’exportation, formalités documentaires (USD)",60
États-Unis,"Coût des procédures d’exportation, formalités douanières (USD)",175
États-Unis,Exportations de biens et de services ($ US courants),2.38E+12
États-Unis,Exportations de marchandises ($ US courants),1.55E+12
États-Unis,Exportations de nourriture (% des marchandises exportées),10.09918411
États-Unis,Indice de la valeur des exportations (2000=100),197.7538565
États-Unis,Indice du volume des exportations (2000=100),161.0373425
Éthiopie,"Coût des procédures d’importation, formalités documentaires (USD)",750
Éthiopie,"Coût des procédures d’importation, formalités douanières (USD)",120
Éthiopie,Importations de biens et de services ($ US courants),19195090503
Éthiopie,Importations de marchandises ($ US courants),15761000000
Éthiopie,Importations de nourriture (% des marchandises importées),12.38495181
Éthiopie,Indice de la valeur des importations (2000=100),1250.444955
Éthiopie,Indice du volume des importations (2000=100),820.0034367
Éthiopie,"Coût des procédures d’exportation, formalités documentaires (USD)",175
Éthiopie,"Coût des procédures d’exportation, formalités douanières (USD)",171.5
Éthiopie,Exportations de biens et de services ($ US courants),6238595145
Éthiopie,Exportations de marchandises ($ US courants),3022000000
Éthiopie,Exportations de nourriture (% des marchandises exportées),84.93515375
Éthiopie,Indice de la valeur des exportations (2000=100),622.1841514
Éthiopie,Indice du volume des exportations (2000=100),287.7653069
Fédération de Russie,"Coût des procédures d’importation, formalités documentaires (USD)",152.5
Fédération de Russie,"Coût des procédures d’importation, formalités douanières (USD)",520
Fédération de Russie,Importations de biens et de services ($ US courants),3.27E+11
Fédération de Russie,Importations de marchandises ($ US courants),2.38E+11
Fédération de Russie,Importations de nourriture (% des marchandises importées),11.05704767
Fédération de Russie,Indice de la valeur des importations (2000=100),531.3717623
Fédération de Russie,Indice du volume des importations (2000=100),393.4821384
Fédération de Russie,"Coût des procédures d’exportation, formalités documentaires (USD)",92
Fédération de Russie,"Coût des procédures d’exportation, formalités douanières (USD)",580
Fédération de Russie,Exportations de biens et de services ($ US courants),4.11E+11
Fédération de Russie,Exportations de marchandises ($ US courants),3.53E+11
Fédération de Russie,Exportations de nourriture (% des marchandises exportées),5.5071724
Fédération de Russie,Indice de la valeur des exportations (2000=100),336.0305809
Fédération de Russie,Indice du volume des exportations (2000=100),194.7974436
Fidji,"Coût des procédures d’importation, formalités documentaires (USD)",57.5
Fidji,"Coût des procédures d’importation, formalités douanières (USD)",319.8333
Fidji,Importations de biens et de services ($ US courants),2727266631
Fidji,Importations de marchandises ($ US courants),2420000000
Fidji,Importations de nourriture (% des marchandises importées),18.30098575
Fidji,Indice de la valeur des importations (2000=100),291.5586747
Fidji,Indice du volume des importations (2000=100),168.1352386
Fidji,"Coût des procédures d’exportation, formalités documentaires (USD)",76
Fidji,"Coût des procédures d’exportation, formalités douanières (USD)",316.6667
Fidji,Exportations de biens et de services ($ US courants),2461725725
Fidji,Exportations de marchandises ($ US courants),956000000
Fidji,Exportations de nourriture (% des marchandises exportées),65.50729049
Fidji,Indice de la valeur des exportations (2000=100),163.3526496
Fidji,Indice du volume des exportations (2000=100),85.34609318
Finlande,"Coût des procédures d’importation, formalités documentaires (USD)",0
Finlande,"Coût des procédures d’importation, formalités douanières (USD)",0
Finlande,Importations de biens et de services ($ US courants),95640350065
Finlande,Importations de marchandises ($ US courants),70586000000
Finlande,Importations de nourriture (% des marchandises importées),8.028926871
Finlande,Indice de la valeur des importations (2000=100),205.4449329
Finlande,Indice du volume des importations (2000=100),125.3181972
Finlande,"Coût des procédures d’exportation, formalités documentaires (USD)",70
Finlande,"Coût des procédures d’exportation, formalités douanières (USD)",212.5
Finlande,Exportations de biens et de services ($ US courants),95757546709
Finlande,Exportations de marchandises ($ US courants),68073000000
Finlande,Exportations de nourriture (% des marchandises exportées),2.590710519
Finlande,Indice de la valeur des exportations (2000=100),148.0223845
Finlande,Indice du volume des exportations (2000=100),99.36150473
France,"Coût des procédures d’importation, formalités documentaires (USD)",0
France,"Coût des procédures d’importation, formalités douanières (USD)",0
France,Importations de biens et de services ($ US courants),8.29E+11
France,Importations de marchandises ($ US courants),6.19E+11
France,Importations de nourriture (% des marchandises importées),9.662719751
France,Indice de la valeur des importations (2000=100),183.1793035
France,Indice du volume des importations (2000=100),98.97700159
France,"Coût des procédures d’exportation, formalités documentaires (USD)",0
France,"Coût des procédures d’exportation, formalités douanières (USD)",0
France,Exportations de biens et de services ($ US courants),8.01E+11
France,Exportations de marchandises ($ US courants),5.35E+11
France,Exportations de nourriture (% des marchandises exportées),12.54577416
France,Indice de la valeur des exportations (2000=100),163.7990422
France,Indice du volume des exportations (2000=100),99.21761386
Gabon,"Coût des procédures d’importation, formalités documentaires (USD)",170
Gabon,"Coût des procédures d’importation, formalités douanières (USD)",1320
Gabon,Importations de biens et de services ($ US courants),3708781581
Gabon,Importations de marchandises ($ US courants),2886000000
Gabon,Importations de nourriture (% des marchandises importées),
Gabon,Indice de la valeur des importations (2000=100),300.5991773
Gabon,Indice du volume des importations (2000=100),208.5716767
Gabon,"Coût des procédures d’exportation, formalités documentaires (USD)",200
Gabon,"Coût des procédures d’exportation, formalités douanières (USD)",1633
Gabon,Exportations de biens et de services ($ US courants),7498597594
Gabon,Exportations de marchandises ($ US courants),5468000000
Gabon,Exportations de nourriture (% des marchandises exportées),
Gabon,Indice de la valeur des exportations (2000=100),198.795231
Gabon,Indice du volume des exportations (2000=100),86.59816503
Gambie,"Coût des procédures d’importation, formalités documentaires (USD)",151.875
Gambie,"Coût des procédures d’importation, formalités douanières (USD)",325.625
Gambie,Importations de biens et de services ($ US courants),549737511.5
Gambie,Importations de marchandises ($ US courants),548000000
Gambie,Importations de nourriture (% des marchandises importées),33.03549222
Gambie,Indice de la valeur des importations (2000=100),292.8419677
Gambie,Indice du volume des importations (2000=100),165.7090199
Gambie,"Coût des procédures d’exportation, formalités documentaires (USD)",133
Gambie,"Coût des procédures d’exportation, formalités douanières (USD)",380.5556
Gambie,Exportations de biens et de services ($ US courants),252666151.7
Gambie,Exportations de marchandises ($ US courants),124000000
Gambie,Exportations de nourriture (% des marchandises exportées),73.3902098
Gambie,Indice de la valeur des exportations (2000=100),766.3733186
Gambie,Indice du volume des exportations (2000=100),412.4657207
Géorgie,"Coût des procédures d’importation, formalités documentaires (USD)",189
Géorgie,"Coût des procédures d’importation, formalités douanières (USD)",396.4286
Géorgie,Importations de biens et de services ($ US courants),9341701534
Géorgie,Importations de marchandises ($ US courants),8057000000
Géorgie,Importations de nourriture (% des marchandises importées),14.02864019
Géorgie,Indice de la valeur des importations (2000=100),1135.730558
Géorgie,Indice du volume des importations (2000=100),733.1253815
Géorgie,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Géorgie,"Coût des procédures d’exportation, formalités douanières (USD)",112
Géorgie,Exportations de biens et de services ($ US courants),7557441721
Géorgie,Exportations de marchandises ($ US courants),2746000000
Géorgie,Exportations de nourriture (% des marchandises exportées),31.07259274
Géorgie,Indice de la valeur des exportations (2000=100),850.0619195
Géorgie,Indice du volume des exportations (2000=100),369.2253413
Ghana,"Coût des procédures d’importation, formalités documentaires (USD)",474
Ghana,"Coût des procédures d’importation, formalités douanières (USD)",552.8571
Ghana,Importations de biens et de services ($ US courants),22151920745
Ghana,Importations de marchandises ($ US courants),12647000000
Ghana,Importations de nourriture (% des marchandises importées),18.2916727
Ghana,Indice de la valeur des importations (2000=100),424.9867269
Ghana,Indice du volume des importations (2000=100),278.551516
Ghana,"Coût des procédures d’exportation, formalités documentaires (USD)",155
Ghana,"Coût des procédures d’exportation, formalités douanières (USD)",490
Ghana,Exportations de biens et de services ($ US courants),20463794483
Ghana,Exportations de marchandises ($ US courants),13835000000
Ghana,Exportations de nourriture (% des marchandises exportées),23.85211506
Ghana,Indice de la valeur des exportations (2000=100),827.9958807
Ghana,Indice du volume des exportations (2000=100),295.5774741
Gibraltar,"Coût des procédures d’importation, formalités documentaires (USD)",
Gibraltar,"Coût des procédures d’importation, formalités douanières (USD)",
Gibraltar,Importations de biens et de services ($ US courants),
Gibraltar,Importations de marchandises ($ US courants),
Gibraltar,Importations de nourriture (% des marchandises importées),
Gibraltar,Indice de la valeur des importations (2000=100),187.1147845
Gibraltar,Indice du volume des importations (2000=100),103.2559841
Gibraltar,"Coût des procédures d’exportation, formalités documentaires (USD)",
Gibraltar,"Coût des procédures d’exportation, formalités douanières (USD)",
Gibraltar,Exportations de biens et de services ($ US courants),
Gibraltar,Exportations de marchandises ($ US courants),
Gibraltar,Exportations de nourriture (% des marchandises exportées),
Gibraltar,Indice de la valeur des exportations (2000=100),275.3737215
Gibraltar,Indice du volume des exportations (2000=100),300.4861617
Grèce,"Coût des procédures d’importation, formalités documentaires (USD)",0
Grèce,"Coût des procédures d’importation, formalités douanières (USD)",0
Grèce,Importations de biens et de services ($ US courants),72852456479
Grèce,Importations de marchandises ($ US courants),53495000000
Grèce,Importations de nourriture (% des marchandises importées),13.49165154
Grèce,Indice de la valeur des importations (2000=100),160.1793257
Grèce,Indice du volume des importations (2000=100),95.68712587
Grèce,"Coût des procédures d’exportation, formalités documentaires (USD)",30
Grèce,"Coût des procédures d’exportation, formalités douanières (USD)",300
Grèce,Exportations de biens et de services ($ US courants),69840740492
Grèce,Exportations de marchandises ($ US courants),32627000000
Grèce,Exportations de nourriture (% des marchandises exportées),19.76875131
Grèce,Indice de la valeur des exportations (2000=100),278.3483987
Grèce,Indice du volume des exportations (2000=100),186.3342234
Grenade,"Coût des procédures d’importation, formalités documentaires (USD)",50
Grenade,"Coût des procédures d’importation, formalités douanières (USD)",1256
Grenade,Importations de biens et de services ($ US courants),
Grenade,Importations de marchandises ($ US courants),420000000
Grenade,Importations de nourriture (% des marchandises importées),22.35970394
Grenade,Indice de la valeur des importations (2000=100),176.0122237
Grenade,Indice du volume des importations (2000=100),120.9418192
Grenade,"Coût des procédures d’exportation, formalités documentaires (USD)",40
Grenade,"Coût des procédures d’exportation, formalités douanières (USD)",1034.444
Grenade,Exportations de biens et de services ($ US courants),
Grenade,Exportations de marchandises ($ US courants),30000000
Grenade,Exportations de nourriture (% des marchandises exportées),80.48528268
Grenade,Indice de la valeur des exportations (2000=100),62.59166667
Grenade,Indice du volume des exportations (2000=100),44.41340671
Groenland,"Coût des procédures d’importation, formalités documentaires (USD)",
Groenland,"Coût des procédures d’importation, formalités douanières (USD)",
Groenland,Importations de biens et de services ($ US courants),1240879008
Groenland,Importations de marchandises ($ US courants),760000000
Groenland,Importations de nourriture (% des marchandises importées),20.80804672
Groenland,Indice de la valeur des importations (2000=100),208.2629482
Groenland,Indice du volume des importations (2000=100),137.7405846
Groenland,"Coût des procédures d’exportation, formalités documentaires (USD)",
Groenland,"Coût des procédures d’exportation, formalités douanières (USD)",
Groenland,Exportations de biens et de services ($ US courants),1160384074
Groenland,Exportations de marchandises ($ US courants),596000000
Groenland,Exportations de nourriture (% des marchandises exportées),89.97993882
Groenland,Indice de la valeur des exportations (2000=100),218.2004682
Groenland,Indice du volume des exportations (2000=100),157.7120443
Guam,"Coût des procédures d’importation, formalités documentaires (USD)",
Guam,"Coût des procédures d’importation, formalités douanières (USD)",
Guam,Importations de biens et de services ($ US courants),3024000000
Guam,Importations de marchandises ($ US courants),760000000
Guam,Importations de nourriture (% des marchandises importées),
Guam,Indice de la valeur des importations (2000=100),180.952381
Guam,Indice du volume des importations (2000=100),104.6139226
Guam,"Coût des procédures d’exportation, formalités documentaires (USD)",
Guam,"Coût des procédures d’exportation, formalités douanières (USD)",
Guam,Exportations de biens et de services ($ US courants),1141000000
Guam,Exportations de marchandises ($ US courants),33000000
Guam,Exportations de nourriture (% des marchandises exportées),
Guam,Indice de la valeur des exportations (2000=100),44.51216216
Guam,Indice du volume des exportations (2000=100),23.1767499
Guatemala,"Coût des procédures d’importation, formalités documentaires (USD)",37
Guatemala,"Coût des procédures d’importation, formalités douanières (USD)",405
Guatemala,Importations de biens et de services ($ US courants),19758179072
Guatemala,Importations de marchandises ($ US courants),18388000000
Guatemala,Importations de nourriture (% des marchandises importées),14.58258819
Guatemala,Indice de la valeur des importations (2000=100),355.5700198
Guatemala,Indice du volume des importations (2000=100),517.4650187
Guatemala,"Coût des procédures d’exportation, formalités documentaires (USD)",105
Guatemala,"Coût des procédures d’exportation, formalités douanières (USD)",310
Guatemala,Exportations de biens et de services ($ US courants),13252465330
Guatemala,Exportations de marchandises ($ US courants),10990000000
Guatemala,Exportations de nourriture (% des marchandises exportées),47.63729596
Guatemala,Indice de la valeur des exportations (2000=100),405.3421825
Guatemala,Indice du volume des exportations (2000=100),320.1728857
Guinée,"Coût des procédures d’importation, formalités documentaires (USD)",180
Guinée,"Coût des procédures d’importation, formalités douanières (USD)",908.5714
Guinée,Importations de biens et de services ($ US courants),5842867639
Guinée,Importations de marchandises ($ US courants),3484000000
Guinée,Importations de nourriture (% des marchandises importées),
Guinée,Indice de la valeur des importations (2000=100),569.2908497
Guinée,Indice du volume des importations (2000=100),338.0262009
Guinée,"Coût des procédures d’exportation, formalités documentaires (USD)",128.4
Guinée,"Coût des procédures d’exportation, formalités douanières (USD)",777.7778
Guinée,Exportations de biens et de services ($ US courants),4611027662
Guinée,Exportations de marchandises ($ US courants),4594000000
Guinée,Exportations de nourriture (% des marchandises exportées),
Guinée,Indice de la valeur des exportations (2000=100),689.7987988
Guinée,Indice du volume des exportations (2000=100),371.4821668
Guinée équatoriale,"Coût des procédures d’importation, formalités documentaires (USD)",70
Guinée équatoriale,"Coût des procédures d’importation, formalités douanières (USD)",985
Guinée équatoriale,Importations de biens et de services ($ US courants),5315346807
Guinée équatoriale,Importations de marchandises ($ US courants),2842000000
Guinée équatoriale,Importations de nourriture (% des marchandises importées),
Guinée équatoriale,Indice de la valeur des importations (2000=100),753.1864379
Guinée équatoriale,Indice du volume des importations (2000=100),549.7571333
Guinée équatoriale,"Coût des procédures d’exportation, formalités documentaires (USD)",85
Guinée équatoriale,"Coût des procédures d’exportation, formalités douanières (USD)",760
Guinée équatoriale,Exportations de biens et de services ($ US courants),7181836779
Guinée équatoriale,Exportations de marchandises ($ US courants),5200000000
Guinée équatoriale,Exportations de nourriture (% des marchandises exportées),
Guinée équatoriale,Indice de la valeur des exportations (2000=100),474.0200547
Guinée équatoriale,Indice du volume des exportations (2000=100),239.7440792
Guinée-Bissau,"Coût des procédures d’importation, formalités documentaires (USD)",205
Guinée-Bissau,"Coût des procédures d’importation, formalités douanières (USD)",550
Guinée-Bissau,Importations de biens et de services ($ US courants),446544679.5
Guinée-Bissau,Importations de marchandises ($ US courants),291000000
Guinée-Bissau,Importations de nourriture (% des marchandises importées),
Guinée-Bissau,Indice de la valeur des importations (2000=100),488.0977749
Guinée-Bissau,Indice du volume des importations (2000=100),267.8285821
Guinée-Bissau,"Coût des procédures d’exportation, formalités documentaires (USD)",160
Guinée-Bissau,"Coût des procédures d’exportation, formalités douanières (USD)",585
Guinée-Bissau,Exportations de biens et de services ($ US courants),374997825.7
Guinée-Bissau,Exportations de marchandises ($ US courants),339000000
Guinée-Bissau,Exportations de nourriture (% des marchandises exportées),
Guinée-Bissau,Indice de la valeur des exportations (2000=100),545.2996064
Guinée-Bissau,Indice du volume des exportations (2000=100),292.7635045
Guyane,"Coût des procédures d’importation, formalités documentaires (USD)",62.5
Guyane,"Coût des procédures d’importation, formalités douanières (USD)",265
Guyane,Importations de biens et de services ($ US courants),
Guyane,Importations de marchandises ($ US courants),1644000000
Guyane,Importations de nourriture (% des marchandises importées),14.91308423
Guyane,Indice de la valeur des importations (2000=100),286.9109948
Guyane,Indice du volume des importations (2000=100),164.7140814
Guyane,"Coût des procédures d’exportation, formalités documentaires (USD)",77.77778
