Pays,Serie,Valeurs 2017
Lesotho,Indice de la valeur des exportations (2000=100),465.5989958
Lesotho,Indice du volume des exportations (2000=100),412.0896802
Lettonie,"Coût des procédures d’importation, formalités documentaires (USD)",0
Lettonie,"Coût des procédures d’importation, formalités douanières (USD)",0
Lettonie,Importations de biens et de services ($ US courants),18919900600
Lettonie,Importations de marchandises ($ US courants),17033000000
Lettonie,Importations de nourriture (% des marchandises importées),16.07629666
Lettonie,Indice de la valeur des importations (2000=100),532.0113562
Lettonie,Indice du volume des importations (2000=100),320.0024361
Lettonie,"Coût des procédures d’exportation, formalités documentaires (USD)",35
Lettonie,"Coût des procédures d’exportation, formalités douanières (USD)",150
Lettonie,Exportations de biens et de services ($ US courants),18723679611
Lettonie,Exportations de marchandises ($ US courants),14126000000
Lettonie,Exportations de nourriture (% des marchandises exportées),19.95534924
Lettonie,Indice de la valeur des exportations (2000=100),756.030913
Lettonie,Indice du volume des exportations (2000=100),430.8290261
Liban,"Coût des procédures d’importation, formalités documentaires (USD)",135
Liban,"Coût des procédures d’importation, formalités douanières (USD)",790
Liban,Importations de biens et de services ($ US courants),24672982325
Liban,Importations de marchandises ($ US courants),19911000000
Liban,Importations de nourriture (% des marchandises importées),32.90708038
Liban,Indice de la valeur des importations (2000=100),319.6016051
Liban,Indice du volume des importations (2000=100),188.0155673
Liban,"Coût des procédures d’exportation, formalités documentaires (USD)",100
Liban,"Coût des procédures d’exportation, formalités douanières (USD)",480
Liban,Exportations de biens et de services ($ US courants),11627344114
Liban,Exportations de marchandises ($ US courants),4026000000
Liban,Exportations de nourriture (% des marchandises exportées),50.4064491
Liban,Indice de la valeur des exportations (2000=100),563.371351
Liban,Indice du volume des exportations (2000=100),304.2713281
Libéria,"Coût des procédures d’importation, formalités documentaires (USD)",230
Libéria,"Coût des procédures d’importation, formalités douanières (USD)",1012.5
Libéria,Importations de biens et de services ($ US courants),
Libéria,Importations de marchandises ($ US courants),1089000000
Libéria,Importations de nourriture (% des marchandises importées),
Libéria,Indice de la valeur des importations (2000=100),162.991018
Libéria,Indice du volume des importations (2000=100),126.9534902
Libéria,"Coût des procédures d’exportation, formalités documentaires (USD)",155
Libéria,"Coût des procédures d’exportation, formalités douanières (USD)",1112.5
Libéria,Exportations de biens et de services ($ US courants),
Libéria,Exportations de marchandises ($ US courants),358000000
Libéria,Exportations de nourriture (% des marchandises exportées),
Libéria,Indice de la valeur des exportations (2000=100),108.893617
Libéria,Indice du volume des exportations (2000=100),62.35214038
Libye,"Coût des procédures d’importation, formalités documentaires (USD)",60
Libye,"Coût des procédures d’importation, formalités douanières (USD)",637.4286
Libye,Importations de biens et de services ($ US courants),15073396470
Libye,Importations de marchandises ($ US courants),10556000000
Libye,Importations de nourriture (% des marchandises importées),31.49492232
Libye,Indice de la valeur des importations (2000=100),304.3140407
Libye,Indice du volume des importations (2000=100),188.2540908
Libye,"Coût des procédures d’exportation, formalités documentaires (USD)",50
Libye,"Coût des procédures d’exportation, formalités douanières (USD)",574.8571
Libye,Exportations de biens et de services ($ US courants),18919787631
Libye,Exportations de marchandises ($ US courants),18865000000
Libye,Exportations de nourriture (% des marchandises exportées),0.242008227
Libye,Indice de la valeur des exportations (2000=100),144.4276801
Libye,Indice du volume des exportations (2000=100),69.20143181
Liechtenstein,"Coût des procédures d’importation, formalités documentaires (USD)",
Liechtenstein,"Coût des procédures d’importation, formalités douanières (USD)",
Liechtenstein,Importations de biens et de services ($ US courants),
Liechtenstein,Importations de marchandises ($ US courants),
Liechtenstein,Importations de nourriture (% des marchandises importées),
Liechtenstein,Indice de la valeur des importations (2000=100),
Liechtenstein,Indice du volume des importations (2000=100),
Liechtenstein,"Coût des procédures d’exportation, formalités documentaires (USD)",
Liechtenstein,"Coût des procédures d’exportation, formalités douanières (USD)",
Liechtenstein,Exportations de biens et de services ($ US courants),
Liechtenstein,Exportations de marchandises ($ US courants),
Liechtenstein,Exportations de nourriture (% des marchandises exportées),
Liechtenstein,Indice de la valeur des exportations (2000=100),
Liechtenstein,Indice du volume des exportations (2000=100),
Lituanie,"Coût des procédures d’importation, formalités documentaires (USD)",0
Lituanie,"Coût des procédures d’importation, formalités douanières (USD)",0
Lituanie,Importations de biens et de services ($ US courants),33957479798
Lituanie,Importations de marchandises ($ US courants),32258000000
Lituanie,Importations de nourriture (% des marchandises importées),12.65398015
Lituanie,Indice de la valeur des importations (2000=100),591.2528794
Lituanie,Indice du volume des importations (2000=100),329.4187099
Lituanie,"Coût des procédures d’exportation, formalités documentaires (USD)",28
Lituanie,"Coût des procédures d’exportation, formalités douanières (USD)",58
Lituanie,Exportations de biens et de services ($ US courants),35061303155
Lituanie,Exportations de marchandises ($ US courants),29901000000
Lituanie,Exportations de nourriture (% des marchandises exportées),17.41207558
Lituanie,Indice de la valeur des exportations (2000=100),784.9611078
Lituanie,Indice du volume des exportations (2000=100),443.3084354
Luxembourg,"Coût des procédures d’importation, formalités documentaires (USD)",0
Luxembourg,"Coût des procédures d’importation, formalités douanières (USD)",0
Luxembourg,Importations de biens et de services ($ US courants),1.06E+11
Luxembourg,Importations de marchandises ($ US courants),22876000000
Luxembourg,Importations de nourriture (% des marchandises importées),11.93742893
Luxembourg,Indice de la valeur des importations (2000=100),203.3378933
Luxembourg,Indice du volume des importations (2000=100),128.4624511
Luxembourg,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Luxembourg,"Coût des procédures d’exportation, formalités douanières (USD)",0
Luxembourg,Exportations de biens et de services ($ US courants),1.26E+11
Luxembourg,Exportations de marchandises ($ US courants),15761000000
Luxembourg,Exportations de nourriture (% des marchandises exportées),9.123756753
Luxembourg,Indice de la valeur des exportations (2000=100),188.5890918
Luxembourg,Indice du volume des exportations (2000=100),163.5977893
Macédoine du Nord,"Coût des procédures d’importation, formalités documentaires (USD)",50
Macédoine du Nord,"Coût des procédures d’importation, formalités douanières (USD)",150
Macédoine du Nord,Importations de biens et de services ($ US courants),7800916483
Macédoine du Nord,Importations de marchandises ($ US courants),7723000000
Macédoine du Nord,Importations de nourriture (% des marchandises importées),10.79637373
Macédoine du Nord,Indice de la valeur des importations (2000=100),368.8344804
Macédoine du Nord,Indice du volume des importations (2000=100),205.4290469
Macédoine du Nord,"Coût des procédures d’exportation, formalités documentaires (USD)",45
Macédoine du Nord,"Coût des procédures d’exportation, formalités douanières (USD)",102.5
Macédoine du Nord,Exportations de biens et de services ($ US courants),6235358681
Macédoine du Nord,Exportations de marchandises ($ US courants),5668000000
Macédoine du Nord,Exportations de nourriture (% des marchandises exportées),10.285749
Macédoine du Nord,Indice de la valeur des exportations (2000=100),428.5543097
Macédoine du Nord,Indice du volume des exportations (2000=100),252.6008761
Madagascar,"Coût des procédures d’importation, formalités documentaires (USD)",149.5455
Madagascar,"Coût des procédures d’importation, formalités douanières (USD)",595
Madagascar,Importations de biens et de services ($ US courants),4538023942
Madagascar,Importations de marchandises ($ US courants),3670000000
Madagascar,Importations de nourriture (% des marchandises importées),20.14731917
Madagascar,Indice de la valeur des importations (2000=100),334.5416008
Madagascar,Indice du volume des importations (2000=100),209.1139862
Madagascar,"Coût des procédures d’exportation, formalités documentaires (USD)",116.8182
Madagascar,"Coût des procédures d’exportation, formalités douanières (USD)",867.7273
Madagascar,Exportations de biens et de services ($ US courants),4071827553
Madagascar,Exportations de marchandises ($ US courants),2848000000
Madagascar,Exportations de nourriture (% des marchandises exportées),44.91389188
Madagascar,Indice de la valeur des exportations (2000=100),345.6817387
Madagascar,Indice du volume des exportations (2000=100),291.4422681
Malaisie,"Coût des procédures d’importation, formalités documentaires (USD)",60
Malaisie,"Coût des procédures d’importation, formalités douanières (USD)",274
Malaisie,Importations de biens et de services ($ US courants),2.01E+11
Malaisie,Importations de marchandises ($ US courants),1.95E+11
Malaisie,Importations de nourriture (% des marchandises importées),7.994087595
Malaisie,Indice de la valeur des importations (2000=100),238.4208783
Malaisie,Indice du volume des importations (2000=100),190.4045172
Malaisie,"Coût des procédures d’exportation, formalités documentaires (USD)",35
Malaisie,"Coût des procédures d’exportation, formalités douanières (USD)",274
Malaisie,Exportations de biens et de services ($ US courants),2.23E+11
Malaisie,Exportations de marchandises ($ US courants),2.18E+11
Malaisie,Exportations de nourriture (% des marchandises exportées),11.02808999
Malaisie,Indice de la valeur des exportations (2000=100),222.0625267
Malaisie,Indice du volume des exportations (2000=100),167.2626834
Malawi,"Coût des procédures d’importation, formalités documentaires (USD)",161.5385
Malawi,"Coût des procédures d’importation, formalités douanières (USD)",143.4615
Malawi,Importations de biens et de services ($ US courants),
Malawi,Importations de marchandises ($ US courants),2547000000
Malawi,Importations de nourriture (% des marchandises importées),12.453242
Malawi,Indice de la valeur des importations (2000=100),478.4686622
Malawi,Indice du volume des importations (2000=100),315.5843722
Malawi,"Coût des procédures d’exportation, formalités documentaires (USD)",341.7647
Malawi,"Coût des procédures d’exportation, formalités douanières (USD)",242.9412
Malawi,Exportations de biens et de services ($ US courants),
Malawi,Exportations de marchandises ($ US courants),884000000
Malawi,Exportations de nourriture (% des marchandises exportées),89.69132293
Malawi,Indice de la valeur des exportations (2000=100),233.0378526
Malawi,Indice du volume des exportations (2000=100),130.8520944
Maldives,"Coût des procédures d’importation, formalités documentaires (USD)",180.4444
Maldives,"Coût des procédures d’importation, formalités douanières (USD)",980.5
Maldives,Importations de biens et de services ($ US courants),3767978865
Maldives,Importations de marchandises ($ US courants),2360000000
Maldives,Importations de nourriture (% des marchandises importées),20.11873853
Maldives,Indice de la valeur des importations (2000=100),607.4242775
Maldives,Indice du volume des importations (2000=100),387.4377589
Maldives,"Coût des procédures d’exportation, formalités documentaires (USD)",300
Maldives,"Coût des procédures d’exportation, formalités douanières (USD)",595.75
Maldives,Exportations de biens et de services ($ US courants),3437623396
Maldives,Exportations de marchandises ($ US courants),318000000
Maldives,Exportations de nourriture (% des marchandises exportées),98.42132103
Maldives,Indice de la valeur des exportations (2000=100),292.8610856
Maldives,Indice du volume des exportations (2000=100),173.6613402
Mali,"Coût des procédures d’importation, formalités documentaires (USD)",90
Mali,"Coût des procédures d’importation, formalités douanières (USD)",545
Mali,Importations de biens et de services ($ US courants),5509277685
Mali,Importations de marchandises ($ US courants),4286000000
Mali,Importations de nourriture (% des marchandises importées),16.86880597
Mali,Indice de la valeur des importations (2000=100),531.7069574
Mali,Indice du volume des importations (2000=100),317.4464502
Mali,"Coût des procédures d’exportation, formalités documentaires (USD)",33.33333
Mali,"Coût des procédures d’exportation, formalités douanières (USD)",241.6667
Mali,Exportations de biens et de services ($ US courants),3413354225
Mali,Exportations de marchandises ($ US courants),2896000000
Mali,Exportations de nourriture (% des marchandises exportées),13.09371279
Mali,Indice de la valeur des exportations (2000=100),531.424748
Mali,Indice du volume des exportations (2000=100),184.934259
Malte,"Coût des procédures d’importation, formalités documentaires (USD)",0
Malte,"Coût des procédures d’importation, formalités douanières (USD)",230
Malte,Importations de biens et de services ($ US courants),17623143993
Malte,Importations de marchandises ($ US courants),5997000000
Malte,Importations de nourriture (% des marchandises importées),12.04398678
Malte,Indice de la valeur des importations (2000=100),175.6998695
Malte,Indice du volume des importations (2000=100),148.4465228
Malte,"Coût des procédures d’exportation, formalités documentaires (USD)",25
Malte,"Coût des procédures d’exportation, formalités douanières (USD)",370
Malte,Exportations de biens et de services ($ US courants),19892265968
Malte,Exportations de marchandises ($ US courants),2858000000
Malte,Exportations de nourriture (% des marchandises exportées),8.396153951
Malte,Indice de la valeur des exportations (2000=100),116.5276413
Malte,Indice du volume des exportations (2000=100),71.63249311
Mariannes,"Coût des procédures d’importation, formalités documentaires (USD)",
Mariannes,"Coût des procédures d’importation, formalités douanières (USD)",
Mariannes,Importations de biens et de services ($ US courants),969000000
Mariannes,Importations de marchandises ($ US courants),625000000
Mariannes,Importations de nourriture (% des marchandises importées),
Mariannes,Indice de la valeur des importations (2000=100),102.9231088
Mariannes,Indice du volume des importations (2000=100),64.3953993
Mariannes,"Coût des procédures d’exportation, formalités documentaires (USD)",
Mariannes,"Coût des procédures d’exportation, formalités douanières (USD)",
Mariannes,Exportations de biens et de services ($ US courants),1081000000
Mariannes,Exportations de marchandises ($ US courants),5000000
Mariannes,Exportations de nourriture (% des marchandises exportées),
Mariannes,Indice de la valeur des exportations (2000=100),0.491642085
Mariannes,Indice du volume des exportations (2000=100),0.337487913
Maroc,"Coût des procédures d’importation, formalités documentaires (USD)",116.4444
Maroc,"Coût des procédures d’importation, formalités douanières (USD)",228.1111
Maroc,Importations de biens et de services ($ US courants),51304477920
Maroc,Importations de marchandises ($ US courants),44490000000
Maroc,Importations de nourriture (% des marchandises importées),11.28748873
Maroc,Indice de la valeur des importations (2000=100),385.7450178
Maroc,Indice du volume des importations (2000=100),251.9227856
Maroc,"Coût des procédures d’exportation, formalités documentaires (USD)",67
Maroc,"Coût des procédures d’exportation, formalités douanières (USD)",155.7692
Maroc,Exportations de biens et de services ($ US courants),40828105654
Maroc,Exportations de marchandises ($ US courants),25272000000
Maroc,Exportations de nourriture (% des marchandises exportées),21.12673203
Maroc,Indice de la valeur des exportations (2000=100),340.0449297
Maroc,Indice du volume des exportations (2000=100),199.5428436
Maurice,"Coût des procédures d’importation, formalités documentaires (USD)",165.625
Maurice,"Coût des procédures d’importation, formalités douanières (USD)",372.125
Maurice,Importations de biens et de services ($ US courants),7281200879
Maurice,Importations de marchandises ($ US courants),5254000000
Maurice,Importations de nourriture (% des marchandises importées),23.98657176
Maurice,Indice de la valeur des importations (2000=100),238.0349004
Maurice,Indice du volume des importations (2000=100),221.5342425
Maurice,"Coût des procédures d’exportation, formalités documentaires (USD)",128.125
Maurice,"Coût des procédures d’exportation, formalités douanières (USD)",302.625
Maurice,Exportations de biens et de services ($ US courants),5628831776
Maurice,Exportations de marchandises ($ US courants),2342000000
Maurice,Exportations de nourriture (% des marchandises exportées),39.08524702
Maurice,Indice de la valeur des exportations (2000=100),150.3952472
Maurice,Indice du volume des exportations (2000=100),117.6908829
Mauritanie,"Coût des procédures d’importation, formalités documentaires (USD)",400
Mauritanie,"Coût des procédures d’importation, formalités douanières (USD)",580
Mauritanie,Importations de biens et de services ($ US courants),3012622905
Mauritanie,Importations de marchandises ($ US courants),3522000000
Mauritanie,Importations de nourriture (% des marchandises importées),13.81806704
Mauritanie,Indice de la valeur des importations (2000=100),461.013342
Mauritanie,Indice du volume des importations (2000=100),283.2521754
Mauritanie,"Coût des procédures d’exportation, formalités documentaires (USD)",92
Mauritanie,"Coût des procédures d’exportation, formalités douanières (USD)",749
Mauritanie,Exportations de biens et de services ($ US courants),2346067039
Mauritanie,Exportations de marchandises ($ US courants),1989000000
Mauritanie,Exportations de nourriture (% des marchandises exportées),42.76215184
Mauritanie,Indice de la valeur des exportations (2000=100),485.7641186
Mauritanie,Indice du volume des exportations (2000=100),214.7236272
Mexique,"Coût des procédures d’importation, formalités documentaires (USD)",100
Mexique,"Coût des procédures d’importation, formalités douanières (USD)",450
Mexique,Importations de biens et de services ($ US courants),4.57E+11
Mexique,Importations de marchandises ($ US courants),4.32E+11
Mexique,Importations de nourriture (% des marchandises importées),5.773342786
Mexique,Indice de la valeur des importations (2000=100),240.8163024
Mexique,Indice du volume des importations (2000=100),164.9579779
Mexique,"Coût des procédures d’exportation, formalités documentaires (USD)",60
Mexique,"Coût des procédures d’exportation, formalités douanières (USD)",400
Mexique,Exportations de biens et de services ($ US courants),4.36E+11
Mexique,Exportations de marchandises ($ US courants),4.09E+11
Mexique,Exportations de nourriture (% des marchandises exportées),7.732477529
Mexique,Indice de la valeur des exportations (2000=100),246.1005572
Mexique,Indice du volume des exportations (2000=100),183.6528371
"Micronésie, États fédérés de","Coût des procédures d’importation, formalités documentaires (USD)",80
"Micronésie, États fédérés de","Coût des procédures d’importation, formalités douanières (USD)",180
"Micronésie, États fédérés de",Importations de biens et de services ($ US courants),260565500
"Micronésie, États fédérés de",Importations de marchandises ($ US courants),183000000
"Micronésie, États fédérés de",Importations de nourriture (% des marchandises importées),
"Micronésie, États fédérés de",Indice de la valeur des importations (2000=100),171.8049831
"Micronésie, États fédérés de",Indice du volume des importations (2000=100),118.6794803
"Micronésie, États fédérés de","Coût des procédures d’exportation, formalités documentaires (USD)",60
"Micronésie, États fédérés de","Coût des procédures d’exportation, formalités douanières (USD)",168
"Micronésie, États fédérés de",Exportations de biens et de services ($ US courants),109856900
"Micronésie, États fédérés de",Exportations de marchandises ($ US courants),46000000
"Micronésie, États fédérés de",Exportations de nourriture (% des marchandises exportées),
"Micronésie, États fédérés de",Indice de la valeur des exportations (2000=100),212.8454381
"Micronésie, États fédérés de",Indice du volume des exportations (2000=100),130.256666
Moldova,"Coût des procédures d’importation, formalités documentaires (USD)",41.11111
Moldova,"Coût des procédures d’importation, formalités douanières (USD)",82.77778
Moldova,Importations de biens et de services ($ US courants),5273735283
Moldova,Importations de marchandises ($ US courants),4831000000
Moldova,Importations de nourriture (% des marchandises importées),13.97543607
Moldova,Indice de la valeur des importations (2000=100),621.8018018
Moldova,Indice du volume des importations (2000=100),484.4401196
Moldova,"Coût des procédures d’exportation, formalités documentaires (USD)",43.88889
Moldova,"Coût des procédures d’exportation, formalités douanières (USD)",76.11111
Moldova,Exportations de biens et de services ($ US courants),3007175631
Moldova,Exportations de marchandises ($ US courants),2425000000
Moldova,Exportations de nourriture (% des marchandises exportées),63.83693214
Moldova,Indice de la valeur des exportations (2000=100),513.7711864
Moldova,Indice du volume des exportations (2000=100),538.4384001
Monaco,"Coût des procédures d’importation, formalités documentaires (USD)",
Monaco,"Coût des procédures d’importation, formalités douanières (USD)",
Monaco,Importations de biens et de services ($ US courants),
Monaco,Importations de marchandises ($ US courants),
Monaco,Importations de nourriture (% des marchandises importées),
Monaco,Indice de la valeur des importations (2000=100),
Monaco,Indice du volume des importations (2000=100),
Monaco,"Coût des procédures d’exportation, formalités documentaires (USD)",
Monaco,"Coût des procédures d’exportation, formalités douanières (USD)",
Monaco,Exportations de biens et de services ($ US courants),
Monaco,Exportations de marchandises ($ US courants),
Monaco,Exportations de nourriture (% des marchandises exportées),
Monaco,Indice de la valeur des exportations (2000=100),
Monaco,Indice du volume des exportations (2000=100),
Mongolie,"Coût des procédures d’importation, formalités documentaires (USD)",82.55556
Mongolie,"Coût des procédures d’importation, formalités douanières (USD)",209.7778
Mongolie,Importations de biens et de services ($ US courants),6517243588
Mongolie,Importations de marchandises ($ US courants),4337000000
Mongolie,Importations de nourriture (% des marchandises importées),12.46227002
Mongolie,Indice de la valeur des importations (2000=100),705.8258747
Mongolie,Indice du volume des importations (2000=100),395.3118154
Mongolie,"Coût des procédures d’exportation, formalités documentaires (USD)",63.88889
Mongolie,"Coût des procédures d’exportation, formalités douanières (USD)",225.1111
Mongolie,Exportations de biens et de services ($ US courants),6792836363
Mongolie,Exportations de marchandises ($ US courants),6201000000
Mongolie,Exportations de nourriture (% des marchandises exportées),2.273975104
Mongolie,Indice de la valeur des exportations (2000=100),1157.260172
Mongolie,Indice du volume des exportations (2000=100),348.5226714
Monténégro,"Coût des procédures d’importation, formalités documentaires (USD)",60
Monténégro,"Coût des procédures d’importation, formalités douanières (USD)",305.5556
Monténégro,Importations de biens et de services ($ US courants),3124750958
Monténégro,Importations de marchandises ($ US courants),2613000000
Monténégro,Importations de nourriture (% des marchandises importées),22.66125636
Monténégro,Indice de la valeur des importations (2000=100),
Monténégro,Indice du volume des importations (2000=100),
Monténégro,"Coût des procédures d’exportation, formalités documentaires (USD)",26
Monténégro,"Coût des procédures d’exportation, formalités douanières (USD)",85
Monténégro,Exportations de biens et de services ($ US courants),1988956502
Monténégro,Exportations de marchandises ($ US courants),421000000
Monténégro,Exportations de nourriture (% des marchandises exportées),12.87934579
Monténégro,Indice de la valeur des exportations (2000=100),
Monténégro,Indice du volume des exportations (2000=100),
Mozambique,"Coût des procédures d’importation, formalités documentaires (USD)",60
Mozambique,"Coût des procédures d’importation, formalités douanières (USD)",399
Mozambique,Importations de biens et de services ($ US courants),8082116478
Mozambique,Importations de marchandises ($ US courants),5745000000
Mozambique,Importations de nourriture (% des marchandises importées),14.76807855
Mozambique,Indice de la valeur des importations (2000=100),496.1483592
Mozambique,Indice du volume des importations (2000=100),289.7859893
Mozambique,"Coût des procédures d’exportation, formalités documentaires (USD)",160
Mozambique,"Coût des procédures d’exportation, formalités douanières (USD)",601.6667
Mozambique,Exportations de biens et de services ($ US courants),5099797263
Mozambique,Exportations de marchandises ($ US courants),4725000000
Mozambique,Exportations de nourriture (% des marchandises exportées),10.80382533
Mozambique,Indice de la valeur des exportations (2000=100),1298.15989
Mozambique,Indice du volume des exportations (2000=100),755.0260678
Myanmar,"Coût des procédures d’importation, formalités documentaires (USD)",210
Myanmar,"Coût des procédures d’importation, formalités douanières (USD)",456.6667
Myanmar,Importations de biens et de services ($ US courants),21555679809
Myanmar,Importations de marchandises ($ US courants),19253000000
Myanmar,Importations de nourriture (% des marchandises importées),14.6128013
Myanmar,Indice de la valeur des importations (2000=100),812.0747905
Myanmar,Indice du volume des importations (2000=100),451.1967852
Myanmar,"Coût des procédures d’exportation, formalités documentaires (USD)",140
Myanmar,"Coût des procédures d’exportation, formalités douanières (USD)",431.6667
Myanmar,Exportations de biens et de services ($ US courants),15941649659
Myanmar,Exportations de marchandises ($ US courants),13879000000
Myanmar,Exportations de nourriture (% des marchandises exportées),32.21786189
Myanmar,Indice de la valeur des exportations (2000=100),856.6261565
Myanmar,Indice du volume des exportations (2000=100),488.5976355
Namibie,"Coût des procédures d’importation, formalités documentaires (USD)",62.5
Namibie,"Coût des procédures d’importation, formalités douanières (USD)",145
Namibie,Importations de biens et de services ($ US courants),6137946261
Namibie,Importations de marchandises ($ US courants),6778000000
Namibie,Importations de nourriture (% des marchandises importées),13.51498803
Namibie,Indice de la valeur des importations (2000=100),450.4273989
Namibie,Indice du volume des importations (2000=100),338.0992693
Namibie,"Coût des procédures d’exportation, formalités documentaires (USD)",347.5
Namibie,"Coût des procédures d’exportation, formalités douanières (USD)",745
Namibie,Exportations de biens et de services ($ US courants),4335454250
Namibie,Exportations de marchandises ($ US courants),5229000000
Namibie,Exportations de nourriture (% des marchandises exportées),31.84860639
Namibie,Indice de la valeur des exportations (2000=100),363.4539003
Namibie,Indice du volume des exportations (2000=100),210.8281487
Nauru,"Coût des procédures d’importation, formalités documentaires (USD)",
Nauru,"Coût des procédures d’importation, formalités douanières (USD)",
Nauru,Importations de biens et de services ($ US courants),89750358.25
Nauru,Importations de marchandises ($ US courants),43000000
Nauru,Importations de nourriture (% des marchandises importées),
Nauru,Indice de la valeur des importations (2000=100),165.3846154
Nauru,Indice du volume des importations (2000=100),108.8167366
Nauru,"Coût des procédures d’exportation, formalités documentaires (USD)",
Nauru,"Coût des procédures d’exportation, formalités douanières (USD)",
Nauru,Exportations de biens et de services ($ US courants),39218643.94
Nauru,Exportations de marchandises ($ US courants),15000000
Nauru,Exportations de nourriture (% des marchandises exportées),
Nauru,Indice de la valeur des exportations (2000=100),82.75862069
Nauru,Indice du volume des exportations (2000=100),43.96291119
Népal,"Coût des procédures d’importation, formalités documentaires (USD)",80
Népal,"Coût des procédures d’importation, formalités douanières (USD)",190
Népal,Importations de biens et de services ($ US courants),10670300615
Népal,Importations de marchandises ($ US courants),10345000000
Népal,Importations de nourriture (% des marchandises importées),17.64285647
Népal,Indice de la valeur des importations (2000=100),657.660712
Népal,Indice du volume des importations (2000=100),335.0124929
Népal,"Coût des procédures d’exportation, formalités documentaires (USD)",110
Népal,"Coût des procédures d’exportation, formalités douanières (USD)",202.8571
Népal,Exportations de biens et de services ($ US courants),2263315206
Népal,Exportations de marchandises ($ US courants),742000000
Népal,Exportations de nourriture (% des marchandises exportées),26.12469662
Népal,Indice de la valeur des exportations (2000=100),92.31766169
Népal,Indice du volume des exportations (2000=100),58.44338542
Nicaragua,"Coût des procédures d’importation, formalités documentaires (USD)",86.11111
Nicaragua,"Coût des procédures d’importation, formalités douanières (USD)",399.7778
Nicaragua,Importations de biens et de services ($ US courants),7587992373
Nicaragua,Importations de marchandises ($ US courants),7708000000
Nicaragua,Importations de nourriture (% des marchandises importées),14.01795971
Nicaragua,Indice de la valeur des importations (2000=100),427.8617818
Nicaragua,Indice du volume des importations (2000=100),619.3194646
Nicaragua,"Coût des procédures d’exportation, formalités documentaires (USD)",46.66667
Nicaragua,"Coût des procédures d’exportation, formalités douanières (USD)",150
Nicaragua,Exportations de biens et de services ($ US courants),5698964091
Nicaragua,Exportations de marchandises ($ US courants),5170000000
Nicaragua,Exportations de nourriture (% des marchandises exportées),48.861002
Nicaragua,Indice de la valeur des exportations (2000=100),587.0550761
Nicaragua,Indice du volume des exportations (2000=100),438.7166578
Niger,"Coût des procédures d’importation, formalités documentaires (USD)",282
Niger,"Coût des procédures d’importation, formalités douanières (USD)",461.5
Niger,Importations de biens et de services ($ US courants),2937755032
Niger,Importations de marchandises ($ US courants),1952000000
Niger,Importations de nourriture (% des marchandises importées),33.11503858
Niger,Indice de la valeur des importations (2000=100),493.7715978
Niger,Indice du volume des importations (2000=100),300.9923309
Niger,"Coût des procédures d’exportation, formalités documentaires (USD)",39.11111
Niger,"Coût des procédures d’exportation, formalités douanières (USD)",390.7778
Niger,Exportations de biens et de services ($ US courants),1486989002
Niger,Exportations de marchandises ($ US courants),1206000000
Niger,Exportations de nourriture (% des marchandises exportées),60.02853102
Niger,Indice de la valeur des exportations (2000=100),426.0007628
Niger,Indice du volume des exportations (2000=100),168.42672
Nigéria,"Coût des procédures d’importation, formalités documentaires (USD)",564.2857
Nigéria,"Coût des procédures d’importation, formalités douanières (USD)",1076.786
Nigéria,Importations de biens et de services ($ US courants),49508493477
Nigéria,Importations de marchandises ($ US courants),31273000000
Nigéria,Importations de nourriture (% des marchandises importées),16.3157578
Nigéria,Indice de la valeur des importations (2000=100),358.5798524
Nigéria,Indice du volume des importations (2000=100),247.1311514
Nigéria,"Coût des procédures d’exportation, formalités documentaires (USD)",250
Nigéria,"Coût des procédures d’exportation, formalités douanières (USD)",785.7143
Nigéria,Exportations de biens et de services ($ US courants),49491679577
Nigéria,Exportations de marchandises ($ US courants),44468000000
Nigéria,Exportations de nourriture (% des marchandises exportées),1.830758235
Nigéria,Indice de la valeur des exportations (2000=100),212.005588
Nigéria,Indice du volume des exportations (2000=100),103.6652323
Norvège,"Coût des procédures d’importation, formalités documentaires (USD)",0
Norvège,"Coût des procédures d’importation, formalités douanières (USD)",125
Norvège,Importations de biens et de services ($ US courants),1.31E+11
Norvège,Importations de marchandises ($ US courants),81249000000
Norvège,Importations de nourriture (% des marchandises importées),9.130463985
Norvège,Indice de la valeur des importations (2000=100),236.2503214
Norvège,Indice du volume des importations (2000=100),166.9322856
Norvège,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Norvège,"Coût des procédures d’exportation, formalités douanières (USD)",125
Norvège,Exportations de biens et de services ($ US courants),1.45E+11
Norvège,Exportations de marchandises ($ US courants),1.01E+11
Norvège,Exportations de nourriture (% des marchandises exportées),11.90034832
Norvège,Indice de la valeur des exportations (2000=100),168.2618379
Norvège,Indice du volume des exportations (2000=100),99.8905228
Nouvelle-Calédonie,"Coût des procédures d’importation, formalités documentaires (USD)",
Nouvelle-Calédonie,"Coût des procédures d’importation, formalités douanières (USD)",
Nouvelle-Calédonie,Importations de biens et de services ($ US courants),3478834532
Nouvelle-Calédonie,Importations de marchandises ($ US courants),2511000000
Nouvelle-Calédonie,Importations de nourriture (% des marchandises importées),
Nouvelle-Calédonie,Indice de la valeur des importations (2000=100),272.192042
Nouvelle-Calédonie,Indice du volume des importations (2000=100),191.0828739
Nouvelle-Calédonie,"Coût des procédures d’exportation, formalités documentaires (USD)",
Nouvelle-Calédonie,"Coût des procédures d’exportation, formalités douanières (USD)",
